customer_id,churn_prob,churn_pred,churn_reason,user_type,plan,net_quality,monthly_fee,lifestyle
CUST_00118,0.702795454,1,none,working professional,standard,high,384.61,news junkie
CUST_00119,0.69435183,1,none,college student,premium,high,716.42,sports enthusiast
CUST_00120,0.864848813,1,too expensive,college student,standard,low,384.14,news junkie
CUST_00121,0.796029806,1,none,college student,standard,medium,443.69,family viewer
CUST_00122,0.788019839,1,switched to competitor,college student,standard,high,426.9,family viewer
CUST_00123,0.819608571,1,too expensive,retired individual,standard,high,326.78,sports enthusiast
CUST_00124,0.875517396,1,too expensive,retired individual,premium,high,618.12,family viewer
CUST_00125,0.767574125,1,technical issues,college student,basic,low,172.41,binge watcher
CUST_00126,0.715245819,1,too expensive,retired individual,standard,high,361.76,sports enthusiast
CUST_00127,0.770951951,1,switched to competitor,retired individual,basic,high,216.97,family viewer
CUST_00128,0.747240573,1,none,college student,premium,medium,716.55,family viewer
CUST_00129,0.890021163,1,too expensive,school student,basic,high,136.23,casual viewer
CUST_00130,0.676548543,1,no time to watch,working professional,basic,high,223.84,casual viewer
CUST_00131,0.914065959,1,too expensive,college student,standard,low,395.45,casual viewer
CUST_00132,0.665278872,1,none,school student,standard,high,454.39,family viewer
CUST_00133,0.593382403,1,too expensive,college student,premium,high,734.62,binge watcher
CUST_00134,0.783868602,1,too expensive,school student,premium,high,683.87,sports enthusiast
CUST_00135,0.577396578,1,technical issues,college student,standard,medium,448.37,sports enthusiast
CUST_00136,0.808363305,1,too expensive,college student,premium,high,610.13,news junkie
CUST_00137,0.86997832,1,too expensive,retired individual,premium,low,640.61,family viewer
CUST_00138,0.911224743,1,technical issues,retired individual,basic,low,242,casual viewer
CUST_00139,0.838995702,1,content not interesting,working professional,standard,high,357.18,casual viewer
CUST_00140,0.77099169,1,technical issues,college student,basic,medium,236.6,family viewer
CUST_00141,0.793741736,1,too expensive,college student,premium,low,710.54,sports enthusiast
CUST_00142,0.823763335,1,too expensive,retired individual,premium,medium,680.39,binge watcher
CUST_00143,0.897146436,1,too expensive,working professional,premium,high,742.97,binge watcher
CUST_00144,0.79653942,1,no time to watch,college student,standard,medium,367.27,family viewer
CUST_00145,0.801986918,1,none,college student,standard,medium,348.83,casual viewer
CUST_00146,0.902953455,1,no time to watch,working professional,basic,low,216.7,family viewer
CUST_00147,0.833076756,1,technical issues,college student,basic,low,194.08,binge watcher
CUST_00148,0.944046414,1,too expensive,college student,basic,low,192.67,casual viewer
CUST_00149,0.88060904,1,too expensive,college student,premium,medium,617.96,binge watcher
CUST_00150,0.841101134,1,technical issues,college student,standard,low,390.08,casual viewer
CUST_00151,0.745397929,1,none,retired individual,standard,medium,335.77,family viewer
CUST_00152,0.802978014,1,none,working professional,premium,high,632.01,casual viewer
CUST_00153,0.800975419,1,technical issues,working professional,standard,low,441.47,binge watcher
CUST_00154,0.954052562,1,too expensive,working professional,premium,low,634.83,sports enthusiast
CUST_00155,0.759831114,1,none,college student,standard,high,442.94,family viewer
CUST_00156,0.761580277,1,too expensive,college student,premium,low,740.08,casual viewer
CUST_00157,0.771528941,1,no time to watch,college student,basic,low,220.6,sports enthusiast
CUST_00158,0.859837602,1,technical issues,college student,standard,low,389.13,family viewer
CUST_00159,0.831123327,1,none,working professional,premium,medium,635.6,sports enthusiast
CUST_00160,0.913533511,1,too expensive,working professional,standard,medium,421.29,casual viewer
CUST_00161,0.85332119,1,too expensive,school student,standard,low,457.61,casual viewer
CUST_00162,0.709201831,1,too expensive,retired individual,premium,high,690.74,news junkie
CUST_00163,0.755327038,1,technical issues,working professional,standard,medium,381.95,casual viewer
CUST_00164,0.836436225,1,none,working professional,standard,medium,397.24,binge watcher
CUST_00165,0.699839,1,too expensive,school student,premium,high,669.77,casual viewer
CUST_00166,0.737453763,1,none,college student,premium,high,683.44,binge watcher
CUST_00167,0.80600466,1,too expensive,working professional,basic,high,178.6,casual viewer
CUST_00168,0.907633232,1,none,college student,premium,medium,663.14,casual viewer
CUST_00169,0.675829807,1,none,retired individual,basic,low,199.44,binge watcher
CUST_00170,0.601959778,1,too expensive,college student,premium,medium,687.56,sports enthusiast
CUST_00171,0.711701481,1,none,retired individual,standard,high,350.45,binge watcher
CUST_00172,0.77849582,1,technical issues,college student,standard,medium,382.5,casual viewer
CUST_00173,0.91590288,1,too expensive,college student,standard,low,353.85,casual viewer
CUST_00174,0.89244861,1,technical issues,college student,basic,low,179.99,binge watcher
CUST_00175,0.805720494,1,too expensive,retired individual,basic,high,160.87,binge watcher
CUST_00176,0.855289036,1,too expensive,working professional,premium,high,644.28,sports enthusiast
CUST_00177,0.899929611,1,too expensive,working professional,premium,high,627.54,casual viewer
CUST_00178,0.793545269,1,too expensive,working professional,premium,high,795.3,binge watcher
CUST_00179,0.845657778,1,too expensive,working professional,standard,high,447.66,sports enthusiast
CUST_00180,0.897130827,1,too expensive,working professional,premium,low,714.56,binge watcher
CUST_00181,0.716645442,1,too expensive,working professional,premium,high,626.06,news junkie
CUST_00182,0.939371856,1,technical issues,working professional,basic,low,227.73,casual viewer
CUST_00183,0.712028302,1,none,college student,basic,high,190.84,family viewer
CUST_00184,0.797244399,1,none,college student,basic,medium,195.6,casual viewer
CUST_00185,0.844110013,1,switched to competitor,school student,basic,high,175.78,sports enthusiast
CUST_00186,0.60923031,1,content not interesting,retired individual,basic,high,139.87,news junkie
CUST_00187,0.825985743,1,too expensive,working professional,standard,medium,420.52,family viewer
CUST_00188,0.873291054,1,too expensive,retired individual,premium,low,688.43,news junkie
CUST_00189,0.831109658,1,no time to watch,working professional,premium,medium,589.17,casual viewer
CUST_00190,0.832219206,1,technical issues,college student,standard,medium,421.62,binge watcher
CUST_00191,0.809147516,1,too expensive,college student,premium,medium,747.14,binge watcher
CUST_00192,0.734025996,1,too expensive,school student,premium,medium,773.92,family viewer
CUST_00193,0.831806454,1,too expensive,working professional,basic,high,178.11,casual viewer
CUST_00194,0.613221419,1,too expensive,college student,premium,medium,699.4,sports enthusiast
CUST_00195,0.767754134,1,too expensive,college student,standard,high,395.17,binge watcher
CUST_00196,0.688513264,1,none,working professional,basic,high,177.44,sports enthusiast
CUST_00197,0.805537818,1,none,college student,standard,high,462.97,casual viewer
CUST_00198,0.637512951,1,content not interesting,college student,standard,high,360.46,news junkie
CUST_00199,0.745624167,1,technical issues,college student,basic,medium,225.96,family viewer
CUST_00200,0.770418485,1,technical issues,college student,basic,low,187.25,binge watcher
CUST_00201,0.89192909,1,too expensive,college student,standard,high,346.17,family viewer
CUST_00202,0.861784502,1,none,working professional,basic,low,173.01,binge watcher
CUST_00203,0.853683612,1,too expensive,school student,premium,high,719.91,sports enthusiast
CUST_00204,0.77400091,1,technical issues,retired individual,standard,low,453.55,sports enthusiast
CUST_00205,0.755033686,1,none,college student,standard,medium,382.29,sports enthusiast
CUST_00206,0.856236621,1,none,college student,standard,low,456.82,news junkie
CUST_00207,0.724685607,1,content not interesting,retired individual,basic,high,179.79,casual viewer
CUST_00208,0.845431478,1,no time to watch,college student,standard,medium,390.76,family viewer
CUST_00209,0.600012829,1,switched to competitor,retired individual,basic,high,192.24,casual viewer
CUST_00210,0.896862194,1,too expensive,working professional,standard,high,381.1,binge watcher
CUST_00211,0.76693348,1,none,college student,premium,high,622.05,news junkie
CUST_00212,0.83695969,1,none,college student,standard,high,374.28,casual viewer
CUST_00213,0.604726546,1,no time to watch,retired individual,basic,high,162.23,family viewer
CUST_00214,0.850196362,1,technical issues,retired individual,standard,low,389.93,family viewer
CUST_00215,0.668243552,1,switched to competitor,retired individual,standard,high,404.75,news junkie
CUST_00216,0.879367482,1,none,college student,basic,low,170.98,family viewer
CUST_00217,0.704072047,1,technical issues,working professional,standard,medium,364.84,sports enthusiast
CUST_00218,0.865404789,1,too expensive,college student,standard,medium,331.8,family viewer
CUST_00219,0.868451641,1,too expensive,working professional,premium,medium,688.21,casual viewer
CUST_00220,0.919587758,1,technical issues,working professional,basic,low,203.14,casual viewer
CUST_00221,0.818988334,1,no time to watch,working professional,standard,medium,411.44,sports enthusiast
CUST_00222,0.872652527,1,too expensive,retired individual,premium,medium,609.23,binge watcher
CUST_00223,0.862078632,1,too expensive,retired individual,premium,low,626.51,casual viewer
CUST_00224,0.898806759,1,too expensive,working professional,basic,medium,184.62,sports enthusiast
CUST_00225,0.867178295,1,too expensive,school student,basic,high,225.74,family viewer
CUST_00226,0.800949648,1,too expensive,retired individual,premium,medium,622.13,family viewer
CUST_00227,0.768363092,1,technical issues,retired individual,standard,medium,427.26,casual viewer
CUST_00228,0.881202942,1,too expensive,working professional,premium,high,780.78,binge watcher
CUST_00229,0.736655486,1,none,retired individual,basic,high,165.68,family viewer
CUST_00230,0.675790599,1,too expensive,retired individual,basic,high,175.18,news junkie
CUST_00231,0.855508988,1,none,working professional,premium,low,629.04,sports enthusiast
CUST_00232,0.713726571,1,no time to watch,college student,standard,medium,437.72,casual viewer
CUST_00233,0.839001085,1,technical issues,retired individual,standard,medium,429.82,family viewer
CUST_00234,0.878311196,1,too expensive,college student,basic,high,207.99,binge watcher
CUST_00235,0.868678654,1,technical issues,school student,standard,medium,368.1,casual viewer
CUST_00236,0.91716161,1,technical issues,college student,basic,low,218.42,binge watcher
CUST_00237,0.859667637,1,too expensive,working professional,premium,medium,632.06,binge watcher
CUST_00238,0.841319068,1,too expensive,retired individual,premium,medium,765.77,family viewer
CUST_00239,0.813628639,1,too expensive,working professional,premium,medium,612.85,sports enthusiast
CUST_00240,0.745985918,1,technical issues,retired individual,standard,medium,432.57,news junkie
CUST_00241,0.78599973,1,too expensive,retired individual,premium,low,679.07,casual viewer
CUST_00242,0.848800144,1,no time to watch,working professional,standard,high,401.12,news junkie
CUST_00243,0.815215407,1,too expensive,retired individual,standard,medium,404.77,family viewer
CUST_00244,0.842261789,1,too expensive,working professional,standard,medium,438.77,family viewer
CUST_00245,0.924675347,1,too expensive,working professional,premium,low,736.84,binge watcher
CUST_00246,0.803640333,1,too expensive,college student,premium,low,820.1,news junkie
CUST_00247,0.808990801,1,too expensive,college student,premium,high,752.88,binge watcher
CUST_00248,0.894474671,1,too expensive,retired individual,basic,low,192.16,family viewer
CUST_00249,0.821220556,1,too expensive,college student,premium,medium,784.81,family viewer
CUST_00250,0.885547026,1,too expensive,school student,premium,medium,796.39,binge watcher
CUST_00251,0.778062137,1,none,school student,standard,high,440.95,news junkie
CUST_00252,0.870759442,1,content not interesting,college student,basic,high,171.29,binge watcher
CUST_00253,0.912130387,1,too expensive,college student,standard,high,365.54,binge watcher
CUST_00254,0.731819204,1,none,retired individual,standard,high,467.1,news junkie
CUST_00255,0.726707443,1,too expensive,retired individual,premium,high,633.98,family viewer
CUST_00256,0.912207562,1,too expensive,retired individual,standard,medium,352.97,binge watcher
CUST_00257,0.74468654,1,no time to watch,college student,standard,medium,374.1,binge watcher
CUST_00258,0.628045916,1,none,college student,standard,high,402.6,news junkie
CUST_00259,0.869950751,1,technical issues,college student,basic,low,231.67,family viewer
CUST_00260,0.915174723,1,no time to watch,working professional,standard,low,355.8,sports enthusiast
CUST_00261,0.929013018,1,too expensive,school student,premium,low,766.96,family viewer
CUST_00262,0.70257588,1,no time to watch,working professional,basic,high,202.21,casual viewer
CUST_00263,0.851694887,1,too expensive,working professional,premium,low,768.37,family viewer
CUST_00264,0.854626364,1,too expensive,college student,premium,high,621.16,casual viewer
CUST_00265,0.789242597,1,switched to competitor,working professional,standard,high,341.06,news junkie
CUST_00266,0.748728319,1,too expensive,college student,premium,high,791.48,casual viewer
CUST_00267,0.840809845,1,none,working professional,basic,low,161.03,sports enthusiast
CUST_00268,0.842082165,1,none,working professional,basic,low,207.28,casual viewer
CUST_00269,0.710705353,1,switched to competitor,college student,standard,high,403.41,sports enthusiast
CUST_00270,0.866360802,1,too expensive,working professional,standard,medium,370.71,family viewer
CUST_00271,0.691879322,1,technical issues,college student,basic,medium,207.94,news junkie
CUST_00272,0.751174536,1,switched to competitor,retired individual,basic,high,246.25,sports enthusiast
CUST_00273,0.798710002,1,none,retired individual,standard,high,360.93,family viewer
CUST_00274,0.580977327,1,none,school student,basic,medium,210.68,binge watcher
CUST_00275,0.675817669,1,too expensive,retired individual,premium,high,707.15,binge watcher
CUST_00276,0.916077074,1,too expensive,retired individual,basic,medium,205.24,binge watcher
CUST_00277,0.867365596,1,technical issues,working professional,standard,medium,391.58,family viewer
CUST_00278,0.698108418,1,no time to watch,retired individual,basic,medium,191.98,family viewer
CUST_00279,0.88832929,1,too expensive,working professional,basic,low,181.34,casual viewer
CUST_00280,0.843029401,1,no time to watch,college student,basic,low,211.19,sports enthusiast
CUST_00281,0.865645097,1,technical issues,college student,standard,low,417.38,family viewer
CUST_00282,0.883355766,1,too expensive,college student,basic,medium,179.49,casual viewer
CUST_00283,0.871420074,1,too expensive,college student,premium,high,622.26,family viewer
CUST_00284,0.527899433,1,none,college student,standard,high,363.21,news junkie
CUST_00285,0.848312651,1,switched to competitor,working professional,basic,high,210.07,casual viewer
CUST_00286,0.746594445,1,technical issues,working professional,standard,medium,386.45,family viewer
CUST_00287,0.698033839,1,none,college student,premium,medium,696.1,binge watcher
CUST_00288,0.826395208,1,too expensive,retired individual,premium,high,704.62,casual viewer
CUST_00289,0.785581626,1,too expensive,retired individual,premium,high,623.64,binge watcher
CUST_00290,0.60903938,1,none,college student,standard,high,442.76,casual viewer
CUST_00291,0.751760917,1,technical issues,retired individual,standard,medium,412.37,binge watcher
CUST_00292,0.929344198,1,none,retired individual,standard,low,378.91,news junkie
CUST_00293,0.82894019,1,too expensive,college student,basic,medium,241.34,sports enthusiast
CUST_00294,0.721541795,1,none,college student,standard,high,442.68,binge watcher
CUST_00295,0.662102901,1,none,working professional,basic,high,185.34,casual viewer
CUST_00296,0.719559481,1,technical issues,school student,basic,low,189.12,casual viewer
CUST_00297,0.892796899,1,no time to watch,working professional,standard,medium,374.78,binge watcher
CUST_00298,0.838246216,1,technical issues,retired individual,standard,medium,422.54,news junkie
CUST_00299,0.891964569,1,none,working professional,basic,high,176.76,sports enthusiast
CUST_00300,0.84583819,1,too expensive,college student,premium,medium,787.81,casual viewer
CUST_00301,0.868721898,1,none,retired individual,basic,low,196.4,news junkie
CUST_00302,0.855951517,1,too expensive,retired individual,premium,high,629.74,binge watcher
CUST_00303,0.795457864,1,too expensive,college student,premium,medium,639.87,family viewer
CUST_00304,0.709370097,1,switched to competitor,working professional,basic,high,217.9,sports enthusiast
CUST_00305,0.80638831,1,too expensive,college student,basic,medium,200.17,news junkie
CUST_00306,0.828222878,1,none,college student,standard,high,428.93,family viewer
CUST_00307,0.86211815,1,too expensive,working professional,standard,low,362.65,family viewer
CUST_00308,0.892214476,1,too expensive,college student,premium,high,764.16,casual viewer
CUST_00309,0.838734836,1,no time to watch,college student,basic,medium,173.22,news junkie
CUST_00310,0.860446306,1,too expensive,school student,standard,high,511.43,sports enthusiast
CUST_00311,0.857971819,1,too expensive,college student,premium,medium,613.01,binge watcher
CUST_00312,0.818393154,1,too expensive,working professional,basic,low,225.11,family viewer
CUST_00313,0.799634418,1,technical issues,working professional,standard,medium,429.78,sports enthusiast
CUST_00314,0.818458398,1,too expensive,retired individual,standard,high,468.27,news junkie
CUST_00315,0.787726366,1,too expensive,college student,standard,high,383.61,casual viewer
CUST_00316,0.803804871,1,too expensive,college student,premium,low,689.34,binge watcher
CUST_00317,0.744195269,1,none,retired individual,standard,high,419.3,news junkie
CUST_00318,0.762660743,1,content not interesting,college student,standard,high,438.21,casual viewer
CUST_00319,0.924822428,1,no time to watch,school student,standard,low,339.86,sports enthusiast
CUST_00320,0.677268183,1,switched to competitor,college student,standard,high,461.19,family viewer
CUST_00321,0.643019075,1,no time to watch,working professional,basic,high,208.24,family viewer
CUST_00322,0.918593699,1,too expensive,college student,premium,low,645.87,binge watcher
CUST_00323,0.748320318,1,none,working professional,basic,high,198.27,binge watcher
CUST_00324,0.830749194,1,technical issues,working professional,basic,low,226.15,news junkie
CUST_00325,0.8412712,1,too expensive,college student,premium,medium,718.11,casual viewer
CUST_00326,0.812964504,1,too expensive,college student,premium,medium,802.4,binge watcher
CUST_00327,0.922635282,1,too expensive,working professional,standard,low,450.32,family viewer
CUST_00328,0.678782802,1,content not interesting,college student,standard,high,419.09,news junkie
CUST_00329,0.830774486,1,too expensive,retired individual,premium,medium,757.21,casual viewer
CUST_00330,0.845103201,1,too expensive,working professional,standard,medium,333.17,news junkie
CUST_00331,0.529649353,1,content not interesting,college student,standard,high,413.02,binge watcher
CUST_00332,0.708750703,1,too expensive,school student,premium,high,774.75,family viewer
CUST_00333,0.789163738,1,technical issues,working professional,standard,medium,390.35,family viewer
CUST_00334,0.841494872,1,technical issues,college student,basic,low,168.44,binge watcher
CUST_00335,0.825992272,1,none,college student,premium,low,606.68,binge watcher
CUST_00336,0.916346709,1,too expensive,college student,premium,medium,760.42,sports enthusiast
CUST_00337,0.707151057,1,too expensive,college student,basic,high,193.33,news junkie
CUST_00338,0.837391427,1,none,school student,basic,high,154.78,binge watcher
CUST_00339,0.90440652,1,too expensive,college student,standard,medium,408,family viewer
CUST_00340,0.897671482,1,technical issues,college student,standard,low,431.08,sports enthusiast
CUST_00341,0.703909348,1,none,retired individual,basic,medium,147.78,family viewer
CUST_00342,0.893546663,1,too expensive,working professional,premium,medium,608.39,sports enthusiast
CUST_00343,0.768644144,1,no time to watch,working professional,standard,high,430.95,casual viewer
CUST_00344,0.825608889,1,none,working professional,premium,high,790.31,family viewer
CUST_00345,0.735679148,1,too expensive,college student,standard,high,376.93,casual viewer
CUST_00346,0.808821858,1,switched to competitor,college student,basic,high,176.8,casual viewer
CUST_00347,0.654923847,1,no time to watch,retired individual,standard,high,425.52,casual viewer
CUST_00348,0.855594593,1,no time to watch,college student,basic,low,206.19,sports enthusiast
CUST_00349,0.83504343,1,too expensive,retired individual,premium,low,789.69,binge watcher
CUST_00350,0.847654915,1,no time to watch,college student,basic,medium,177.67,sports enthusiast
CUST_00351,0.851241035,1,too expensive,retired individual,premium,high,794.99,binge watcher
CUST_00352,0.807926327,1,too expensive,college student,standard,high,435.55,family viewer
CUST_00353,0.860187337,1,none,college student,basic,low,203.93,binge watcher
CUST_00354,0.612616668,1,none,retired individual,premium,high,788.73,news junkie
CUST_00355,0.650040291,1,technical issues,college student,basic,medium,166.22,binge watcher
CUST_00356,0.838895337,1,content not interesting,college student,standard,high,446.22,casual viewer
CUST_00357,0.791612819,1,content not interesting,working professional,standard,high,465.8,sports enthusiast
CUST_00358,0.720552182,1,no time to watch,working professional,basic,medium,227.35,news junkie
CUST_00359,0.923428342,1,technical issues,college student,standard,low,381.62,binge watcher
CUST_00360,0.895288204,1,technical issues,college student,standard,medium,448.87,news junkie
