customer_id,user_type,age,city_tier,daily_free_hours,avg_ott_hours_per_day,number_of_platforms,primary_device,net_quality,plan,monthly_fee,tenure_months,auto_renewable_enabled,days_since_last_login,num_support_tickets_last_3m,churn_score,churn_prob,churn,churn_reason,lifestyle,fee_per_platform,engagement_ratio
CUST_00036,working professional,26,tier 2,4.05976038,2.678254973,1,laptop,high,standard,376.62,12,True,26,2,0.5,0.622459331,1,switched to competitor,family viewer,376.62,0.6597076483119922
CUST_00037,college student,19,tier 2,2.719723739,0.820140657,2,other device,medium,standard,408.17,6,True,57,0,1.5,0.817574476,1,no time to watch,binge watcher,204.085,0.3015529280564183
CUST_00038,working professional,26,tier 2,3.113727124,2.640338905,3,smart TV,high,basic,249.12,12,True,36,0,1.4,0.802183889,0,none,news junkie,83.04,0.8479673394141651
CUST_00039,retired individual,51,tier 1,3.283517282,1.341430131,3,other device,high,basic,180.94,35,True,44,0,1.4,0.802183889,1,too expensive,sports enthusiast,60.31333333333333,0.4085345121688932
CUST_00040,school student,15,tier 3,1.050776283,0.623864797,1,other device,high,premium,634.88,22,False,2,1,0.6,0.645656306,1,too expensive,family viewer,634.88,0.593718003625706
CUST_00041,college student,18,tier 3,2.150046628,1.606098138,3,smart TV,high,premium,611.22,19,True,11,0,0.9,0.710949503,1,too expensive,news junkie,203.74,0.747006189114146
CUST_00042,college student,24,tier 1,3.081042133,1.497383772,2,other device,high,premium,789.07,28,False,38,0,1.5,0.817574476,1,too expensive,news junkie,394.535,0.48599912216779806
CUST_00043,working professional,35,tier 3,0.975171773,0.556011571,2,other device,high,premium,643.44,4,False,39,0,2.5,0.92414182,1,too expensive,family viewer,321.72,0.5701678272428831
CUST_00044,working professional,29,tier 2,1.557736283,1.179866795,1,tablet,high,standard,382.54,26,True,10,0,0.1,0.524979187,1,no time to watch,sports enthusiast,382.54,0.7574239669937763
CUST_00045,college student,21,tier 2,1.759937061,1.25470322,1,laptop,high,premium,707.57,2,True,32,1,1.6,0.832018385,1,too expensive,casual viewer,707.57,0.7129250515851259
CUST_00046,school student,11,tier 3,5.187576922,4.214850957,3,other device,high,premium,621.14,23,False,11,1,1.2,0.768524783,0,none,sports enthusiast,207.04666666666665,0.8124893414351573
CUST_00047,retired individual,63,tier 2,3.288887255,1.533813169,2,laptop,medium,premium,672.75,19,True,42,0,1.3,0.785834983,1,too expensive,binge watcher,336.375,0.46636234388034686
CUST_00048,college student,20,tier 2,3.10379798,2.003315821,1,laptop,low,standard,385.46,18,True,17,0,0.9,0.710949503,1,technical issues,family viewer,385.46,0.645440145882175
CUST_00049,retired individual,54,tier 3,3.90846759,1.212198176,1,laptop,low,premium,600.05,4,False,39,1,2.2,0.900249511,0,none,sports enthusiast,600.05,0.3101466618532201
CUST_00050,college student,21,tier 2,3.336586092,1.652784156,2,laptop,high,standard,360.72,19,True,59,0,1.0,0.731058579,1,switched to competitor,sports enthusiast,180.36,0.495351868774738
CUST_00051,retired individual,85,tier 2,1.185360348,0.384925875,2,laptop,medium,basic,210.18,10,False,55,0,2.0,0.880797078,1,no time to watch,family viewer,105.09,0.32473321353246415
CUST_00052,college student,22,tier 3,2.685248658,1.825887882,3,laptop,low,standard,362.75,26,False,54,1,2.8,0.942675824,1,too expensive,sports enthusiast,120.91666666666667,0.6799697586889176
CUST_00053,college student,18,tier 1,3.543157038,2.697000387,1,tablet,medium,standard,398.63,34,False,15,1,0.7,0.668187772,0,none,sports enthusiast,398.63,0.7611856765237737
CUST_00054,college student,18,tier 2,2.846281639,1.809445529,1,tablet,medium,standard,402.96,19,True,31,1,1.1,0.750260106,1,technical issues,casual viewer,402.96,0.6357225877463492
CUST_00055,college student,20,tier 3,6.827663301,6.025642965,1,phone,medium,premium,644.66,15,True,1,1,0.2,0.549833997,1,too expensive,news junkie,644.66,0.8825337014081328
CUST_00056,college student,21,tier 2,2.266231374,1.305406877,3,phone,medium,basic,198.79,13,False,34,0,2.4,0.916827304,1,too expensive,casual viewer,66.26333333333334,0.5760254191062134
CUST_00057,college student,20,tier 3,5.520756353,4.959610688,1,tablet,high,premium,667.86,1,False,8,0,1.2,0.768524783,0,none,news junkie,667.86,0.898357103787949
CUST_00058,retired individual,72,tier 2,3.555251273,1.133315061,2,laptop,low,basic,209.44,7,True,42,1,1.7,0.845534735,1,technical issues,news junkie,104.72,0.3187721412567511
CUST_00059,college student,20,tier 3,1.472233214,1.049528415,3,tablet,medium,basic,145.45,28,True,47,0,1.9,0.869891526,1,too expensive,sports enthusiast,48.48333333333333,0.7128819028260287
CUST_00060,working professional,27,tier 1,1.121986533,0.682562598,1,tablet,medium,premium,767.54,3,True,16,0,1.1,0.750260106,1,too expensive,family viewer,767.54,0.6083518633462955
CUST_00061,college student,19,tier 3,0.775978107,0.365601594,2,other device,high,standard,370.85,2,False,54,1,2.9,0.947846437,1,no time to watch,casual viewer,185.425,0.47114936710450256
CUST_00062,working professional,44,tier 2,2.504257779,1.42172428,2,smart TV,high,standard,432.48,10,False,42,0,1.7,0.845534735,1,content not interesting,casual viewer,216.24,0.5677228166853185
CUST_00063,school student,16,tier 3,2.26687276,1.784194198,2,tablet,high,premium,639.51,14,False,59,4,2.3,0.908877039,1,too expensive,binge watcher,319.755,0.7870729356684316
CUST_00064,working professional,41,tier 1,0.439055113,0.381922025,1,smart TV,high,basic,224.41,9,True,36,1,1.2,0.768524783,1,no time to watch,sports enthusiast,224.41,0.8698726280406625
CUST_00065,retired individual,67,tier 1,4.949605177,3.141160572,1,tablet,low,premium,791.57,28,True,59,0,1.3,0.785834983,1,too expensive,news junkie,791.57,0.6346285127137931
CUST_00066,school student,14,tier 1,5.773433244,2.405001746,3,other device,high,premium,793.86,10,True,42,0,1.4,0.802183889,1,too expensive,binge watcher,264.62,0.4165635323660114
CUST_00067,college student,21,tier 3,4.554156094,3.749130656,3,tablet,high,basic,182.29,31,True,1,2,1.0,0.731058579,1,too expensive,family viewer,60.76333333333333,0.823232796288954
CUST_00068,working professional,39,tier 3,2.852809627,0.923514021,2,laptop,medium,basic,183.66,12,False,9,2,1.6,0.832018385,1,no time to watch,news junkie,91.83,0.323720872314625
CUST_00069,school student,15,tier 3,3.822575626,1.378441813,3,tablet,high,premium,637.81,16,False,51,0,1.9,0.869891526,1,too expensive,casual viewer,212.60333333333332,0.36060550473462366
CUST_00070,retired individual,86,tier 1,0.886405375,0.419841393,3,tablet,high,basic,211.75,29,False,40,0,2.5,0.92414182,1,too expensive,binge watcher,70.58333333333333,0.4736449087980767
CUST_00071,working professional,38,tier 2,2.111939121,1.474342419,1,smart TV,low,standard,396.62,11,True,32,0,1.5,0.817574476,1,technical issues,casual viewer,396.62,0.6980989197746862
CUST_00072,retired individual,83,tier 2,2.990167419,1.554738698,3,laptop,high,basic,193.4,10,True,49,0,1.6,0.832018385,1,too expensive,binge watcher,64.46666666666667,0.5199503840891793
CUST_00073,college student,20,tier 2,3.02413833,1.058245458,2,laptop,low,standard,408.94,12,False,57,1,2.2,0.900249511,1,technical issues,family viewer,204.47,0.34993288749460083
CUST_00074,working professional,38,tier 1,1.981867827,1.631382255,1,tablet,high,standard,437.9,2,True,7,0,0.9,0.710949503,0,none,binge watcher,437.9,0.8231539120696366
CUST_00075,college student,22,tier 1,5.987195607,2.688253708,2,phone,medium,standard,497.07,34,True,15,2,0.9,0.710949503,1,technical issues,binge watcher,248.535,0.44900048110287166
CUST_00076,working professional,27,tier 1,2.303658843,1.042489236,3,other device,high,basic,247.76,33,False,35,0,2.1,0.890903179,1,too expensive,binge watcher,82.58666666666666,0.45253629423807873
CUST_00077,college student,22,tier 1,2.815907831,0.971002927,2,other device,high,basic,227.47,10,False,39,0,1.7,0.845534735,1,no time to watch,news junkie,113.735,0.3448276666978735
CUST_00078,working professional,34,tier 2,0.986174169,0.607009019,3,other device,medium,basic,218.51,21,True,43,0,2.3,0.908877039,1,too expensive,binge watcher,72.83666666666666,0.6155190818022734
CUST_00079,college student,20,tier 1,1.113108364,0.786116709,2,laptop,medium,standard,441.67,11,False,40,1,2.0,0.880797078,0,none,news junkie,220.835,0.7062355601884598
CUST_00080,retired individual,83,tier 1,3.737917234,3.358409913,1,other device,high,standard,463.18,1,True,49,0,1.4,0.802183889,1,content not interesting,family viewer,463.18,0.8984709138158514
CUST_00081,school student,16,tier 2,0.399940283,0.182492512,3,phone,high,premium,703.83,19,False,53,0,2.5,0.92414182,1,too expensive,family viewer,234.61,0.4562994020784848
CUST_00082,retired individual,64,tier 1,3.899808328,2.37806996,1,phone,medium,premium,790.29,2,True,40,1,1.7,0.845534735,0,none,family viewer,790.29,0.6097914974245883
CUST_00083,school student,14,tier 2,6.372558224,2.329893425,3,smart TV,medium,basic,196.84,17,False,35,1,2.2,0.900249511,1,too expensive,binge watcher,65.61333333333333,0.36561351706843187
CUST_00084,college student,20,tier 1,2.657495999,1.978429995,1,smart TV,low,standard,453.36,2,True,20,0,1.9,0.869891526,1,technical issues,casual viewer,453.36,0.7444714858439943
CUST_00085,college student,23,tier 3,1.683772618,1.3429499,1,laptop,high,basic,155.42,29,False,44,0,1.3,0.785834983,1,no time to watch,news junkie,155.42,0.7975838813646748
CUST_00086,college student,18,tier 3,3.742758005,2.803154351,3,phone,medium,standard,385.34,25,False,45,1,2.2,0.900249511,1,too expensive,binge watcher,128.44666666666666,0.7489542062979302
CUST_00087,college student,20,tier 1,2.852433503,1.444412417,2,smart TV,medium,premium,794.89,1,False,17,0,2.4,0.916827304,1,too expensive,binge watcher,397.445,0.5063789972600108
CUST_00088,college student,24,tier 1,3.421247263,1.714806285,3,other device,low,standard,421.34,33,True,19,0,1.7,0.845534735,1,too expensive,news junkie,140.44666666666666,0.501222552238546
CUST_00089,college student,20,tier 3,3.180434817,1.702584436,2,phone,medium,basic,160.87,31,True,24,1,0.9,0.710949503,0,none,family viewer,80.435,0.5353307122973808
CUST_00090,retired individual,73,tier 1,2.731808398,2.448149747,3,laptop,high,premium,759.24,3,False,37,0,2.5,0.92414182,1,too expensive,news junkie,253.08,0.8961645146095637
CUST_00091,retired individual,68,tier 3,3.400371202,1.055977569,3,other device,high,basic,183.26,27,False,40,1,1.9,0.869891526,1,too expensive,news junkie,61.086666666666666,0.3105477332530356
CUST_00092,retired individual,87,tier 2,5.041288119,4.145225146,3,phone,medium,premium,712.21,8,False,35,0,2.2,0.900249511,1,too expensive,news junkie,237.40333333333334,0.8222551554586122
CUST_00093,college student,18,tier 3,3.524728084,2.452613735,1,phone,medium,basic,153.5,27,False,4,0,0.7,0.668187772,1,technical issues,family viewer,153.5,0.6958306219799734
CUST_00094,school student,15,tier 3,4.108448277,3.562763524,1,phone,high,standard,339.75,12,False,18,0,0.7,0.668187772,1,switched to competitor,sports enthusiast,339.75,0.8671798410960013
CUST_00095,college student,20,tier 2,3.276261861,1.328302561,2,laptop,medium,standard,367.87,14,False,43,1,1.8,0.858148935,1,technical issues,family viewer,183.935,0.4054323547247129
CUST_00096,school student,14,tier 1,4.427546666,2.490455234,2,laptop,low,standard,480.69,23,False,23,1,1.8,0.858148935,1,technical issues,news junkie,240.345,0.5624910185870416
CUST_00097,college student,22,tier 1,0.599687056,0.463945562,1,laptop,high,standard,426.07,21,False,32,2,2.0,0.880797078,1,no time to watch,news junkie,426.07,0.7736461165171454
CUST_00098,working professional,42,tier 1,0.935111675,0.484902248,1,laptop,high,basic,200.52,35,False,51,1,1.7,0.845534735,1,no time to watch,sports enthusiast,200.52,0.5185500950996039
CUST_00099,college student,18,tier 3,4.926843008,4.133312448,1,other device,medium,basic,185.56,26,False,46,0,1.4,0.802183889,1,technical issues,sports enthusiast,185.56,0.838937315698613
CUST_00100,working professional,49,tier 2,2.738005385,1.674791398,1,phone,high,standard,412.26,25,False,11,0,0.6,0.645656306,1,switched to competitor,news junkie,412.26,0.6116830182932602
CUST_00101,school student,16,tier 2,2.672315278,2.208867955,3,smart TV,high,standard,399.77,3,False,59,0,2.5,0.92414182,1,too expensive,casual viewer,133.25666666666666,0.8265746086117314
CUST_00102,college student,22,tier 3,5.959184321,5.154179149,2,phone,medium,premium,647.25,29,False,40,2,2.1,0.890903179,1,too expensive,casual viewer,323.625,0.8649135303361595
CUST_00103,retired individual,87,tier 1,1.978266653,1.215736684,1,smart TV,low,premium,759.31,8,False,36,0,2.0,0.880797078,1,too expensive,casual viewer,759.31,0.6145464172670356
CUST_00104,college student,22,tier 3,3.962989594,3.254868164,2,tablet,low,standard,343.64,29,True,57,0,1.7,0.845534735,1,technical issues,news junkie,171.82,0.8213163539283318
CUST_00105,working professional,42,tier 2,2.695177029,1.08528441,3,tablet,high,premium,659.3,20,False,32,0,2.1,0.890903179,0,none,casual viewer,219.76666666666665,0.4026764840759557
CUST_00106,college student,23,tier 2,2.151823841,0.847504112,2,phone,low,premium,639.93,26,True,11,0,1.2,0.768524783,1,too expensive,binge watcher,319.965,0.3938538535785281
CUST_00107,school student,16,tier 1,4.457369055,1.928583711,3,tablet,high,basic,250.32,25,False,12,0,1.2,0.768524783,1,too expensive,sports enthusiast,83.44,0.4326731054133008
CUST_00108,retired individual,68,tier 1,2.00425084,1.508573858,1,other device,high,premium,753.91,23,True,2,0,0.1,0.524979187,0,none,casual viewer,753.91,0.752687152671968
CUST_00109,working professional,37,tier 2,1.368714719,1.18282311,1,tablet,high,premium,685.11,5,False,13,0,1.0,0.731058579,0,none,casual viewer,685.11,0.8641852780425897
CUST_00110,retired individual,82,tier 2,1.231933794,0.668431319,1,tablet,high,standard,411.28,22,True,38,0,0.8,0.689974481,1,no time to watch,family viewer,411.28,0.5425870466866988
CUST_00111,college student,18,tier 3,5.106343406,3.23024014,3,phone,medium,basic,204.31,5,False,49,0,2.6,0.93086158,1,too expensive,sports enthusiast,68.10333333333334,0.6325935964675699
CUST_00112,retired individual,51,tier 3,2.880452559,1.576805041,2,laptop,high,basic,170.94,24,True,22,0,0.8,0.689974481,1,switched to competitor,family viewer,85.47,0.5474157302376873
CUST_00113,college student,24,tier 3,3.73032717,1.505936873,2,tablet,low,standard,333.43,34,False,57,1,2.2,0.900249511,1,technical issues,news junkie,166.715,0.40370101719522905
CUST_00114,college student,19,tier 3,0.0,0.0,1,tablet,high,premium,665.21,3,True,40,0,1.6,0.832018385,1,too expensive,binge watcher,665.21,0.0
CUST_00115,college student,24,tier 1,4.934618755,4.22961861,2,laptop,high,basic,249.05,22,True,58,1,1.0,0.731058579,1,switched to competitor,binge watcher,124.525,0.8571317907212875
CUST_00116,college student,20,tier 1,2.502296362,2.120943949,1,tablet,medium,standard,376.86,19,True,38,0,1.1,0.750260106,1,technical issues,sports enthusiast,376.86,0.8475990219259248
CUST_00117,college student,24,tier 1,4.171069311,2.694925675,2,phone,low,standard,438.14,4,False,14,0,1.9,0.869891526,1,technical issues,news junkie,219.07,0.6460994709181421
CUST_00118,working professional,47,tier 2,2.055115104,1.073747687,2,laptop,high,standard,384.61,26,True,22,1,0.8,0.689974481,0,none,news junkie,192.305,0.5224756924369333
CUST_00119,college student,22,tier 2,3.854564393,2.385648331,2,other device,high,premium,716.42,32,True,20,3,0.9,0.710949503,0,none,sports enthusiast,358.21,0.6189151581777713
CUST_00120,college student,19,tier 2,2.304959485,0.931244187,3,laptop,low,standard,384.14,3,True,16,0,2.3,0.908877039,1,too expensive,news junkie,128.04666666666665,0.40401759469537923
CUST_00121,college student,24,tier 1,4.230243903,2.340683091,3,other device,medium,standard,443.69,17,True,17,0,1.3,0.785834983,0,none,family viewer,147.89666666666668,0.5533210719457657
CUST_00122,college student,21,tier 2,3.646749075,2.810324831,2,laptop,high,standard,426.9,34,False,46,0,1.5,0.817574476,1,switched to competitor,family viewer,213.45,0.7706383886585342
CUST_00123,retired individual,82,tier 3,3.583450035,2.718827377,3,phone,high,standard,326.78,13,False,15,0,1.2,0.768524783,1,too expensive,sports enthusiast,108.92666666666666,0.7587178139627668
CUST_00124,retired individual,56,tier 3,3.591316093,1.325873261,3,phone,high,premium,618.12,21,False,32,2,2.2,0.900249511,1,too expensive,family viewer,206.04,0.36918868366511115
CUST_00125,college student,18,tier 3,2.285312486,1.057511544,1,laptop,low,basic,172.41,29,True,26,1,1.1,0.750260106,1,technical issues,binge watcher,172.41,0.46274264481483257
CUST_00126,retired individual,52,tier 3,2.708763282,1.039846224,3,laptop,high,standard,361.76,22,True,1,0,0.9,0.710949503,1,too expensive,sports enthusiast,120.58666666666666,0.3838822797510144
CUST_00127,retired individual,87,tier 2,3.82120334,1.374617891,2,tablet,high,basic,216.97,14,False,39,0,1.5,0.817574476,1,switched to competitor,family viewer,108.485,0.35973429537513174
CUST_00128,college student,19,tier 2,2.788119108,1.147823033,1,laptop,medium,premium,716.55,4,False,12,1,1.3,0.785834983,0,none,family viewer,716.55,0.4116836435382301
CUST_00129,school student,12,tier 3,4.026532005,3.457430492,3,smart TV,high,basic,136.23,16,False,42,1,1.9,0.869891526,1,too expensive,casual viewer,45.41,0.8586621161105114
CUST_00130,working professional,31,tier 1,0.993012519,0.377868738,1,other device,high,basic,223.84,29,True,1,3,0.8,0.689974481,1,no time to watch,casual viewer,223.84,0.38052766784906966
CUST_00131,college student,24,tier 2,4.433792177,2.90743144,3,smart TV,low,standard,395.45,22,False,32,0,2.6,0.93086158,1,too expensive,casual viewer,131.81666666666666,0.6557437344677781
CUST_00132,school student,15,tier 1,4.247489667,3.093885657,1,tablet,high,standard,454.39,13,False,22,0,0.7,0.668187772,0,none,family viewer,454.39,0.7284033392799776
CUST_00133,college student,22,tier 2,4.911994056,3.092799443,1,phone,high,premium,734.62,14,True,21,0,0.2,0.549833997,1,too expensive,binge watcher,734.62,0.6296423423440722
CUST_00134,school student,16,tier 2,1.343477718,0.60786002,3,tablet,high,premium,683.87,2,True,15,0,1.7,0.845534735,1,too expensive,sports enthusiast,227.95666666666668,0.4524526248971998
CUST_00135,college student,22,tier 2,2.832193918,2.061901036,1,laptop,medium,standard,448.37,26,True,3,1,0.4,0.59868766,1,technical issues,sports enthusiast,448.37,0.7280225491960822
CUST_00136,college student,20,tier 3,3.609111094,1.585465125,3,phone,high,premium,610.13,27,False,14,1,1.2,0.768524783,1,too expensive,news junkie,203.37666666666667,0.43929518479931834
CUST_00137,retired individual,57,tier 3,0.350506551,0.257251976,1,smart TV,low,premium,640.61,32,False,43,0,2.4,0.916827304,1,too expensive,family viewer,640.61,0.7339434177936377
CUST_00138,retired individual,72,tier 1,2.22143788,1.079756106,2,smart TV,low,basic,242.0,28,False,38,1,2.4,0.916827304,1,technical issues,casual viewer,121.0,0.48606180515837794
CUST_00139,working professional,32,tier 3,2.194934532,1.82518762,2,tablet,high,standard,357.18,2,True,52,0,2.0,0.880797078,1,content not interesting,casual viewer,178.59,0.8315453574539688
CUST_00140,college student,19,tier 1,4.475786729,3.638464351,2,other device,medium,basic,236.6,13,False,7,0,1.1,0.750260106,1,technical issues,family viewer,118.3,0.8129217434390404
CUST_00141,college student,18,tier 2,4.368443896,3.907983641,3,other device,low,premium,710.54,31,True,1,1,1.4,0.802183889,1,too expensive,sports enthusiast,236.84666666666666,0.8945939867920419
CUST_00142,retired individual,66,tier 2,3.445812617,2.417238167,2,phone,medium,premium,680.39,6,False,18,0,1.4,0.802183889,1,too expensive,binge watcher,340.195,0.7015001788183423
CUST_00143,working professional,34,tier 2,1.301808925,0.680784411,3,phone,high,premium,742.97,2,False,24,0,2.5,0.92414182,1,too expensive,binge watcher,247.65666666666667,0.5229526376153858
CUST_00144,college student,21,tier 3,2.898663864,0.943707075,1,phone,medium,standard,367.27,32,False,40,0,1.6,0.832018385,1,no time to watch,family viewer,367.27,0.32556623302218113
CUST_00145,college student,19,tier 3,3.539278123,1.161459403,3,tablet,medium,standard,348.83,15,True,17,0,1.3,0.785834983,0,none,casual viewer,116.27666666666666,0.32816279552947697
CUST_00146,working professional,28,tier 3,1.818086451,0.712087611,1,smart TV,low,basic,216.7,27,False,49,1,2.0,0.880797078,1,no time to watch,family viewer,216.7,0.391668729838634
CUST_00147,college student,22,tier 1,2.817982287,1.997439061,1,phone,low,basic,194.08,4,False,9,1,1.7,0.845534735,1,technical issues,binge watcher,194.08,0.7088188844247337
CUST_00148,college student,23,tier 3,3.588382395,2.101136986,3,tablet,low,basic,192.67,4,False,50,1,3.0,0.952574127,1,too expensive,casual viewer,64.22333333333333,0.5855387622366262
CUST_00149,college student,21,tier 3,2.780452723,1.040584153,3,other device,medium,premium,617.96,12,True,42,0,1.9,0.869891526,1,too expensive,binge watcher,205.98666666666668,0.3742498998066942
CUST_00150,college student,19,tier 2,2.733851977,1.143472243,2,laptop,low,standard,390.08,27,False,11,0,1.7,0.845534735,1,technical issues,casual viewer,195.04,0.41826413888538044
CUST_00151,retired individual,79,tier 3,1.765613487,0.937348712,2,tablet,medium,standard,335.77,32,False,11,0,1.3,0.785834983,0,none,family viewer,167.885,0.530891227837568
CUST_00152,working professional,41,tier 3,3.061878133,2.445486836,2,other device,high,premium,632.01,25,True,43,1,1.0,0.731058579,0,none,casual viewer,316.005,0.7986884943732018
CUST_00153,working professional,29,tier 1,3.022755205,2.229669294,1,other device,low,standard,441.47,30,False,10,0,1.1,0.750260106,1,technical issues,binge watcher,441.47,0.7376281381674107
CUST_00154,working professional,32,tier 3,2.316021734,1.081475948,3,phone,low,premium,634.83,16,False,45,1,2.8,0.942675824,1,too expensive,sports enthusiast,211.61,0.46695414474033603
