customer_id,user_type,age,city_tier,daily_free_hours,avg_ott_hours_per_day,number_of_platforms,primary_device,net_quality,plan,monthly_fee,tenure_months,auto_renewable_enabled,days_since_last_login,num_support_tickets_last_3m,churn_score,churn_prob,churn,churn_reason,lifestyle
CUST_00021,working professional,32,tier 3,0.653338805,0.533480654,2,smart TV,high,basic,173.85,8,TRUE,39,0,1.6,0.832018385,1,no time to watch,family viewer
CUST_00022,retired individual,85,tier 3,4.667224482,1.897825321,1,tablet,high,premium,613.95,21,FALSE,27,0,0.7,0.668187772,0,none,news junkie
CUST_00023,college student,18,tier 1,3.940094574,3.029959845,3,phone,medium,premium,798.18,7,FALSE,6,1,1.5,0.817574476,1,too expensive,casual viewer
CUST_00024,working professional,41,tier 1,0,0,3,laptop,high,standard,435.8,24,TRUE,6,0,1.3,0.785834983,1,too expensive,sports enthusiast
CUST_00025,college student,19,tier 3,5.586115961,2.765744162,1,tablet,low,basic,188.5,11,FALSE,49,0,1.8,0.858148935,1,technical issues,news junkie
CUST_00026,college student,18,tier 1,1.287887957,0.447090723,3,phone,high,premium,777.47,1,TRUE,21,0,2,0.880797078,1,too expensive,sports enthusiast
CUST_00027,college student,22,tier 1,2.59545228,1.312499866,1,phone,high,basic,174.28,10,FALSE,9,0,0.6,0.645656306,1,content not interesting,binge watcher
CUST_00028,retired individual,78,tier 2,2.370930794,1.201799149,2,smart TV,high,basic,204.66,34,TRUE,18,0,0.8,0.689974481,1,switched to competitor,casual viewer
CUST_00029,college student,20,tier 1,3.67672589,1.646459624,3,other device,high,premium,776.82,30,TRUE,13,3,1,0.731058579,0,none,family viewer
CUST_00030,working professional,29,tier 1,2.69064214,0.95242124,1,smart TV,low,basic,215.61,12,FALSE,47,1,2,0.880797078,1,no time to watch,binge watcher
CUST_00031,college student,18,tier 1,6.032899402,4.581063228,2,phone,medium,basic,243.02,35,FALSE,12,0,1.1,0.750260106,1,technical issues,binge watcher
CUST_00032,college student,18,tier 2,3.879410083,1.602088471,1,other device,high,standard,429.45,26,TRUE,20,0,0.2,0.549833997,1,switched to competitor,casual viewer
CUST_00033,college student,23,tier 2,5.90561287,1.836518716,2,tablet,high,premium,683.29,24,TRUE,16,0,0.6,0.645656306,0,none,family viewer
CUST_00034,college student,24,tier 1,2.866561645,2.163516916,3,smart TV,low,standard,433.82,25,FALSE,57,0,2.8,0.942675824,1,too expensive,family viewer
CUST_00035,working professional,40,tier 1,1.513022638,1.247178404,2,laptop,low,basic,228.72,25,TRUE,9,0,1.2,0.768524783,1,no time to watch,news junkie
CUST_00036,working professional,26,tier 2,4.05976038,2.678254973,1,laptop,high,standard,376.62,12,TRUE,26,2,0.5,0.622459331,1,switched to competitor,family viewer
CUST_00037,college student,19,tier 2,2.719723739,0.820140657,2,other device,medium,standard,408.17,6,TRUE,57,0,1.5,0.817574476,1,no time to watch,binge watcher
CUST_00038,working professional,26,tier 2,3.113727124,2.640338905,3,smart TV,high,basic,249.12,12,TRUE,36,0,1.4,0.802183889,0,none,news junkie
CUST_00039,retired individual,51,tier 1,3.283517282,1.341430131,3,other device,high,basic,180.94,35,TRUE,44,0,1.4,0.802183889,1,too expensive,sports enthusiast
CUST_00040,school student,15,tier 3,1.050776283,0.623864797,1,other device,high,premium,634.88,22,FALSE,2,1,0.6,0.645656306,1,too expensive,family viewer
CUST_00041,college student,18,tier 3,2.150046628,1.606098138,3,smart TV,high,premium,611.22,19,TRUE,11,0,0.9,0.710949503,1,too expensive,news junkie
CUST_00042,college student,24,tier 1,3.081042133,1.497383772,2,other device,high,premium,789.07,28,FALSE,38,0,1.5,0.817574476,1,too expensive,news junkie
CUST_00043,working professional,35,tier 3,0.975171773,0.556011571,2,other device,high,premium,643.44,4,FALSE,39,0,2.5,0.92414182,1,too expensive,family viewer
CUST_00044,working professional,29,tier 2,1.557736283,1.179866795,1,tablet,high,standard,382.54,26,TRUE,10,0,0.1,0.524979187,1,no time to watch,sports enthusiast
CUST_00045,college student,21,tier 2,1.759937061,1.25470322,1,laptop,high,premium,707.57,2,TRUE,32,1,1.6,0.832018385,1,too expensive,casual viewer
CUST_00046,school student,11,tier 3,5.187576922,4.214850957,3,other device,high,premium,621.14,23,FALSE,11,1,1.2,0.768524783,0,none,sports enthusiast
CUST_00047,retired individual,63,tier 2,3.288887255,1.533813169,2,laptop,medium,premium,672.75,19,TRUE,42,0,1.3,0.785834983,1,too expensive,binge watcher
CUST_00048,college student,20,tier 2,3.10379798,2.003315821,1,laptop,low,standard,385.46,18,TRUE,17,0,0.9,0.710949503,1,technical issues,family viewer
CUST_00049,retired individual,54,tier 3,3.90846759,1.212198176,1,laptop,low,premium,600.05,4,FALSE,39,1,2.2,0.900249511,0,none,sports enthusiast
CUST_00050,college student,21,tier 2,3.336586092,1.652784156,2,laptop,high,standard,360.72,19,TRUE,59,0,1,0.731058579,1,switched to competitor,sports enthusiast
CUST_00051,retired individual,85,tier 2,1.185360348,0.384925875,2,laptop,medium,basic,210.18,10,FALSE,55,0,2,0.880797078,1,no time to watch,family viewer
CUST_00052,college student,22,tier 3,2.685248658,1.825887882,3,laptop,low,standard,362.75,26,FALSE,54,1,2.8,0.942675824,1,too expensive,sports enthusiast
CUST_00053,college student,18,tier 1,3.543157038,2.697000387,1,tablet,medium,standard,398.63,34,FALSE,15,1,0.7,0.668187772,0,none,sports enthusiast
CUST_00054,college student,18,tier 2,2.846281639,1.809445529,1,tablet,medium,standard,402.96,19,TRUE,31,1,1.1,0.750260106,1,technical issues,casual viewer
CUST_00055,college student,20,tier 3,6.827663301,6.025642965,1,phone,medium,premium,644.66,15,TRUE,1,1,0.2,0.549833997,1,too expensive,news junkie
CUST_00056,college student,21,tier 2,2.266231374,1.305406877,3,phone,medium,basic,198.79,13,FALSE,34,0,2.4,0.916827304,1,too expensive,casual viewer
CUST_00057,college student,20,tier 3,5.520756353,4.959610688,1,tablet,high,premium,667.86,1,FALSE,8,0,1.2,0.768524783,0,none,news junkie
CUST_00058,retired individual,72,tier 2,3.555251273,1.133315061,2,laptop,low,basic,209.44,7,TRUE,42,1,1.7,0.845534735,1,technical issues,news junkie
CUST_00059,college student,20,tier 3,1.472233214,1.049528415,3,tablet,medium,basic,145.45,28,TRUE,47,0,1.9,0.869891526,1,too expensive,sports enthusiast
CUST_00060,working professional,27,tier 1,1.121986533,0.682562598,1,tablet,medium,premium,767.54,3,TRUE,16,0,1.1,0.750260106,1,too expensive,family viewer
CUST_00061,college student,19,tier 3,0.775978107,0.365601594,2,other device,high,standard,370.85,2,FALSE,54,1,2.9,0.947846437,1,no time to watch,casual viewer
CUST_00062,working professional,44,tier 2,2.504257779,1.42172428,2,smart TV,high,standard,432.48,10,FALSE,42,0,1.7,0.845534735,1,content not interesting,casual viewer
CUST_00063,school student,16,tier 3,2.26687276,1.784194198,2,tablet,high,premium,639.51,14,FALSE,59,4,2.3,0.908877039,1,too expensive,binge watcher
CUST_00064,working professional,41,tier 1,0.439055113,0.381922025,1,smart TV,high,basic,224.41,9,TRUE,36,1,1.2,0.768524783,1,no time to watch,sports enthusiast
CUST_00065,retired individual,67,tier 1,4.949605177,3.141160572,1,tablet,low,premium,791.57,28,TRUE,59,0,1.3,0.785834983,1,too expensive,news junkie
CUST_00066,school student,14,tier 1,5.773433244,2.405001746,3,other device,high,premium,793.86,10,TRUE,42,0,1.4,0.802183889,1,too expensive,binge watcher
CUST_00067,college student,21,tier 3,4.554156094,3.749130656,3,tablet,high,basic,182.29,31,TRUE,1,2,1,0.731058579,1,too expensive,family viewer
CUST_00068,working professional,39,tier 3,2.852809627,0.923514021,2,laptop,medium,basic,183.66,12,FALSE,9,2,1.6,0.832018385,1,no time to watch,news junkie
CUST_00069,school student,15,tier 3,3.822575626,1.378441813,3,tablet,high,premium,637.81,16,FALSE,51,0,1.9,0.869891526,1,too expensive,casual viewer
CUST_00070,retired individual,86,tier 1,0.886405375,0.419841393,3,tablet,high,basic,211.75,29,FALSE,40,0,2.5,0.92414182,1,too expensive,binge watcher
CUST_00071,working professional,38,tier 2,2.111939121,1.474342419,1,smart TV,low,standard,396.62,11,TRUE,32,0,1.5,0.817574476,1,technical issues,casual viewer
CUST_00072,retired individual,83,tier 2,2.990167419,1.554738698,3,laptop,high,basic,193.4,10,TRUE,49,0,1.6,0.832018385,1,too expensive,binge watcher
CUST_00073,college student,20,tier 2,3.02413833,1.058245458,2,laptop,low,standard,408.94,12,FALSE,57,1,2.2,0.900249511,1,technical issues,family viewer
CUST_00074,working professional,38,tier 1,1.981867827,1.631382255,1,tablet,high,standard,437.9,2,TRUE,7,0,0.9,0.710949503,0,none,binge watcher
CUST_00075,college student,22,tier 1,5.987195607,2.688253708,2,phone,medium,standard,497.07,34,TRUE,15,2,0.9,0.710949503,1,technical issues,binge watcher
CUST_00076,working professional,27,tier 1,2.303658843,1.042489236,3,other device,high,basic,247.76,33,FALSE,35,0,2.1,0.890903179,1,too expensive,binge watcher
CUST_00077,college student,22,tier 1,2.815907831,0.971002927,2,other device,high,basic,227.47,10,FALSE,39,0,1.7,0.845534735,1,no time to watch,news junkie
CUST_00078,working professional,34,tier 2,0.986174169,0.607009019,3,other device,medium,basic,218.51,21,TRUE,43,0,2.3,0.908877039,1,too expensive,binge watcher
CUST_00079,college student,20,tier 1,1.113108364,0.786116709,2,laptop,medium,standard,441.67,11,FALSE,40,1,2,0.880797078,0,none,news junkie
CUST_00080,retired individual,83,tier 1,3.737917234,3.358409913,1,other device,high,standard,463.18,1,TRUE,49,0,1.4,0.802183889,1,content not interesting,family viewer
CUST_00081,school student,16,tier 2,0.399940283,0.182492512,3,phone,high,premium,703.83,19,FALSE,53,0,2.5,0.92414182,1,too expensive,family viewer
CUST_00082,retired individual,64,tier 1,3.899808328,2.37806996,1,phone,medium,premium,790.29,2,TRUE,40,1,1.7,0.845534735,0,none,family viewer
CUST_00083,school student,14,tier 2,6.372558224,2.329893425,3,smart TV,medium,basic,196.84,17,FALSE,35,1,2.2,0.900249511,1,too expensive,binge watcher
CUST_00084,college student,20,tier 1,2.657495999,1.978429995,1,smart TV,low,standard,453.36,2,TRUE,20,0,1.9,0.869891526,1,technical issues,casual viewer
CUST_00085,college student,23,tier 3,1.683772618,1.3429499,1,laptop,high,basic,155.42,29,FALSE,44,0,1.3,0.785834983,1,no time to watch,news junkie
CUST_00086,college student,18,tier 3,3.742758005,2.803154351,3,phone,medium,standard,385.34,25,FALSE,45,1,2.2,0.900249511,1,too expensive,binge watcher
CUST_00087,college student,20,tier 1,2.852433503,1.444412417,2,smart TV,medium,premium,794.89,1,FALSE,17,0,2.4,0.916827304,1,too expensive,binge watcher
CUST_00088,college student,24,tier 1,3.421247263,1.714806285,3,other device,low,standard,421.34,33,TRUE,19,0,1.7,0.845534735,1,too expensive,news junkie
CUST_00089,college student,20,tier 3,3.180434817,1.702584436,2,phone,medium,basic,160.87,31,TRUE,24,1,0.9,0.710949503,0,none,family viewer
CUST_00090,retired individual,73,tier 1,2.731808398,2.448149747,3,laptop,high,premium,759.24,3,FALSE,37,0,2.5,0.92414182,1,too expensive,news junkie
CUST_00091,retired individual,68,tier 3,3.400371202,1.055977569,3,other device,high,basic,183.26,27,FALSE,40,1,1.9,0.869891526,1,too expensive,news junkie
CUST_00092,retired individual,87,tier 2,5.041288119,4.145225146,3,phone,medium,premium,712.21,8,FALSE,35,0,2.2,0.900249511,1,too expensive,news junkie
CUST_00093,college student,18,tier 3,3.524728084,2.452613735,1,phone,medium,basic,153.5,27,FALSE,4,0,0.7,0.668187772,1,technical issues,family viewer
CUST_00094,school student,15,tier 3,4.108448277,3.562763524,1,phone,high,standard,339.75,12,FALSE,18,0,0.7,0.668187772,1,switched to competitor,sports enthusiast
CUST_00095,college student,20,tier 2,3.276261861,1.328302561,2,laptop,medium,standard,367.87,14,FALSE,43,1,1.8,0.858148935,1,technical issues,family viewer
CUST_00096,school student,14,tier 1,4.427546666,2.490455234,2,laptop,low,standard,480.69,23,FALSE,23,1,1.8,0.858148935,1,technical issues,news junkie
CUST_00097,college student,22,tier 1,0.599687056,0.463945562,1,laptop,high,standard,426.07,21,FALSE,32,2,2,0.880797078,1,no time to watch,news junkie
CUST_00098,working professional,42,tier 1,0.935111675,0.484902248,1,laptop,high,basic,200.52,35,FALSE,51,1,1.7,0.845534735,1,no time to watch,sports enthusiast
CUST_00099,college student,18,tier 3,4.926843008,4.133312448,1,other device,medium,basic,185.56,26,FALSE,46,0,1.4,0.802183889,1,technical issues,sports enthusiast
CUST_00100,working professional,49,tier 2,2.738005385,1.674791398,1,phone,high,standard,412.26,25,FALSE,11,0,0.6,0.645656306,1,switched to competitor,news junkie
CUST_00101,school student,16,tier 2,2.672315278,2.208867955,3,smart TV,high,standard,399.77,3,FALSE,59,0,2.5,0.92414182,1,too expensive,casual viewer
CUST_00102,college student,22,tier 3,5.959184321,5.154179149,2,phone,medium,premium,647.25,29,FALSE,40,2,2.1,0.890903179,1,too expensive,casual viewer
CUST_00103,retired individual,87,tier 1,1.978266653,1.215736684,1,smart TV,low,premium,759.31,8,FALSE,36,0,2,0.880797078,1,too expensive,casual viewer
CUST_00104,college student,22,tier 3,3.962989594,3.254868164,2,tablet,low,standard,343.64,29,TRUE,57,0,1.7,0.845534735,1,technical issues,news junkie
CUST_00105,working professional,42,tier 2,2.695177029,1.08528441,3,tablet,high,premium,659.3,20,FALSE,32,0,2.1,0.890903179,0,none,casual viewer
CUST_00106,college student,23,tier 2,2.151823841,0.847504112,2,phone,low,premium,639.93,26,TRUE,11,0,1.2,0.768524783,1,too expensive,binge watcher
CUST_00107,school student,16,tier 1,4.457369055,1.928583711,3,tablet,high,basic,250.32,25,FALSE,12,0,1.2,0.768524783,1,too expensive,sports enthusiast
CUST_00108,retired individual,68,tier 1,2.00425084,1.508573858,1,other device,high,premium,753.91,23,TRUE,2,0,0.1,0.524979187,0,none,casual viewer
CUST_00109,working professional,37,tier 2,1.368714719,1.18282311,1,tablet,high,premium,685.11,5,FALSE,13,0,1,0.731058579,0,none,casual viewer
CUST_00110,retired individual,82,tier 2,1.231933794,0.668431319,1,tablet,high,standard,411.28,22,TRUE,38,0,0.8,0.689974481,1,no time to watch,family viewer
CUST_00111,college student,18,tier 3,5.106343406,3.23024014,3,phone,medium,basic,204.31,5,FALSE,49,0,2.6,0.93086158,1,too expensive,sports enthusiast
CUST_00112,retired individual,51,tier 3,2.880452559,1.576805041,2,laptop,high,basic,170.94,24,TRUE,22,0,0.8,0.689974481,1,switched to competitor,family viewer
CUST_00113,college student,24,tier 3,3.73032717,1.505936873,2,tablet,low,standard,333.43,34,FALSE,57,1,2.2,0.900249511,1,technical issues,news junkie
CUST_00114,college student,19,tier 3,0,0,1,tablet,high,premium,665.21,3,TRUE,40,0,1.6,0.832018385,1,too expensive,binge watcher
CUST_00115,college student,24,tier 1,4.934618755,4.22961861,2,laptop,high,basic,249.05,22,TRUE,58,1,1,0.731058579,1,switched to competitor,binge watcher
CUST_00116,college student,20,tier 1,2.502296362,2.120943949,1,tablet,medium,standard,376.86,19,TRUE,38,0,1.1,0.750260106,1,technical issues,sports enthusiast
CUST_00117,college student,24,tier 1,4.171069311,2.694925675,2,phone,low,standard,438.14,4,FALSE,14,0,1.9,0.869891526,1,technical issues,news junkie
CUST_00118,working professional,47,tier 2,2.055115104,1.073747687,2,laptop,high,standard,384.61,26,TRUE,22,1,0.8,0.689974481,0,none,news junkie
CUST_00119,college student,22,tier 2,3.854564393,2.385648331,2,other device,high,premium,716.42,32,TRUE,20,3,0.9,0.710949503,0,none,sports enthusiast
CUST_00120,college student,19,tier 2,2.304959485,0.931244187,3,laptop,low,standard,384.14,3,TRUE,16,0,2.3,0.908877039,1,too expensive,news junkie
CUST_00121,college student,24,tier 1,4.230243903,2.340683091,3,other device,medium,standard,443.69,17,TRUE,17,0,1.3,0.785834983,0,none,family viewer
CUST_00122,college student,21,tier 2,3.646749075,2.810324831,2,laptop,high,standard,426.9,34,FALSE,46,0,1.5,0.817574476,1,switched to competitor,family viewer
CUST_00123,retired individual,82,tier 3,3.583450035,2.718827377,3,phone,high,standard,326.78,13,FALSE,15,0,1.2,0.768524783,1,too expensive,sports enthusiast
CUST_00124,retired individual,56,tier 3,3.591316093,1.325873261,3,phone,high,premium,618.12,21,FALSE,32,2,2.2,0.900249511,1,too expensive,family viewer
CUST_00125,college student,18,tier 3,2.285312486,1.057511544,1,laptop,low,basic,172.41,29,TRUE,26,1,1.1,0.750260106,1,technical issues,binge watcher
CUST_00126,retired individual,52,tier 3,2.708763282,1.039846224,3,laptop,high,standard,361.76,22,TRUE,1,0,0.9,0.710949503,1,too expensive,sports enthusiast
CUST_00127,retired individual,87,tier 2,3.82120334,1.374617891,2,tablet,high,basic,216.97,14,FALSE,39,0,1.5,0.817574476,1,switched to competitor,family viewer
CUST_00128,college student,19,tier 2,2.788119108,1.147823033,1,laptop,medium,premium,716.55,4,FALSE,12,1,1.3,0.785834983,0,none,family viewer
CUST_00129,school student,12,tier 3,4.026532005,3.457430492,3,smart TV,high,basic,136.23,16,FALSE,42,1,1.9,0.869891526,1,too expensive,casual viewer
CUST_00130,working professional,31,tier 1,0.993012519,0.377868738,1,other device,high,basic,223.84,29,TRUE,1,3,0.8,0.689974481,1,no time to watch,casual viewer
CUST_00131,college student,24,tier 2,4.433792177,2.90743144,3,smart TV,low,standard,395.45,22,FALSE,32,0,2.6,0.93086158,1,too expensive,casual viewer
CUST_00132,school student,15,tier 1,4.247489667,3.093885657,1,tablet,high,standard,454.39,13,FALSE,22,0,0.7,0.668187772,0,none,family viewer
CUST_00133,college student,22,tier 2,4.911994056,3.092799443,1,phone,high,premium,734.62,14,TRUE,21,0,0.2,0.549833997,1,too expensive,binge watcher
CUST_00134,school student,16,tier 2,1.343477718,0.60786002,3,tablet,high,premium,683.87,2,TRUE,15,0,1.7,0.845534735,1,too expensive,sports enthusiast
CUST_00135,college student,22,tier 2,2.832193918,2.061901036,1,laptop,medium,standard,448.37,26,TRUE,3,1,0.4,0.59868766,1,technical issues,sports enthusiast
CUST_00136,college student,20,tier 3,3.609111094,1.585465125,3,phone,high,premium,610.13,27,FALSE,14,1,1.2,0.768524783,1,too expensive,news junkie
CUST_00137,retired individual,57,tier 3,0.350506551,0.257251976,1,smart TV,low,premium,640.61,32,FALSE,43,0,2.4,0.916827304,1,too expensive,family viewer
CUST_00138,retired individual,72,tier 1,2.22143788,1.079756106,2,smart TV,low,basic,242,28,FALSE,38,1,2.4,0.916827304,1,technical issues,casual viewer
CUST_00139,working professional,32,tier 3,2.194934532,1.82518762,2,tablet,high,standard,357.18,2,TRUE,52,0,2,0.880797078,1,content not interesting,casual viewer
CUST_00140,college student,19,tier 1,4.475786729,3.638464351,2,other device,medium,basic,236.6,13,FALSE,7,0,1.1,0.750260106,1,technical issues,family viewer
CUST_00141,college student,18,tier 2,4.368443896,3.907983641,3,other device,low,premium,710.54,31,TRUE,1,1,1.4,0.802183889,1,too expensive,sports enthusiast
CUST_00142,retired individual,66,tier 2,3.445812617,2.417238167,2,phone,medium,premium,680.39,6,FALSE,18,0,1.4,0.802183889,1,too expensive,binge watcher
CUST_00143,working professional,34,tier 2,1.301808925,0.680784411,3,phone,high,premium,742.97,2,FALSE,24,0,2.5,0.92414182,1,too expensive,binge watcher
CUST_00144,college student,21,tier 3,2.898663864,0.943707075,1,phone,medium,standard,367.27,32,FALSE,40,0,1.6,0.832018385,1,no time to watch,family viewer
CUST_00145,college student,19,tier 3,3.539278123,1.161459403,3,tablet,medium,standard,348.83,15,TRUE,17,0,1.3,0.785834983,0,none,casual viewer
CUST_00146,working professional,28,tier 3,1.818086451,0.712087611,1,smart TV,low,basic,216.7,27,FALSE,49,1,2,0.880797078,1,no time to watch,family viewer
CUST_00147,college student,22,tier 1,2.817982287,1.997439061,1,phone,low,basic,194.08,4,FALSE,9,1,1.7,0.845534735,1,technical issues,binge watcher
CUST_00148,college student,23,tier 3,3.588382395,2.101136986,3,tablet,low,basic,192.67,4,FALSE,50,1,3,0.952574127,1,too expensive,casual viewer
CUST_00149,college student,21,tier 3,2.780452723,1.040584153,3,other device,medium,premium,617.96,12,TRUE,42,0,1.9,0.869891526,1,too expensive,binge watcher
CUST_00150,college student,19,tier 2,2.733851977,1.143472243,2,laptop,low,standard,390.08,27,FALSE,11,0,1.7,0.845534735,1,technical issues,casual viewer
CUST_00151,retired individual,79,tier 3,1.765613487,0.937348712,2,tablet,medium,standard,335.77,32,FALSE,11,0,1.3,0.785834983,0,none,family viewer
CUST_00152,working professional,41,tier 3,3.061878133,2.445486836,2,other device,high,premium,632.01,25,TRUE,43,1,1,0.731058579,0,none,casual viewer
CUST_00153,working professional,29,tier 1,3.022755205,2.229669294,1,other device,low,standard,441.47,30,FALSE,10,0,1.1,0.750260106,1,technical issues,binge watcher
CUST_00154,working professional,32,tier 3,2.316021734,1.081475948,3,phone,low,premium,634.83,16,FALSE,45,1,2.8,0.942675824,1,too expensive,sports enthusiast
CUST_00155,college student,22,tier 1,2.581983155,2.270498034,2,smart TV,high,standard,442.94,27,TRUE,41,0,1.2,0.768524783,0,none,family viewer
CUST_00156,college student,21,tier 1,7.623599325,5.404296026,1,laptop,low,premium,740.08,30,TRUE,45,1,1.3,0.785834983,1,too expensive,casual viewer
CUST_00157,college student,22,tier 1,1.095381135,0.478119839,1,tablet,low,basic,220.6,9,TRUE,17,0,1.1,0.750260106,1,no time to watch,sports enthusiast
CUST_00158,college student,22,tier 2,3.592253112,2.806735872,2,other device,low,standard,389.13,10,FALSE,7,3,1.8,0.858148935,1,technical issues,family viewer
CUST_00159,working professional,45,tier 3,1.860210898,1.123683611,3,laptop,medium,premium,635.6,33,TRUE,28,0,1.5,0.817574476,0,none,sports enthusiast
CUST_00160,working professional,30,tier 2,0.189615163,0.155911551,3,tablet,medium,standard,421.29,8,TRUE,55,0,2.3,0.908877039,1,too expensive,casual viewer
CUST_00161,school student,12,tier 1,5.558763027,2.743567893,3,phone,low,standard,457.61,2,TRUE,6,0,2.2,0.900249511,1,too expensive,casual viewer
CUST_00162,retired individual,76,tier 2,2.079589889,1.708600591,3,smart TV,high,premium,690.74,32,TRUE,15,0,0.9,0.710949503,1,too expensive,news junkie
CUST_00163,working professional,46,tier 2,3.438101129,1.088261105,2,smart TV,medium,standard,381.95,22,TRUE,14,0,0.6,0.645656306,1,technical issues,casual viewer
CUST_00164,working professional,45,tier 3,0.741976118,0.651830637,3,phone,medium,standard,397.24,6,TRUE,6,0,1.6,0.832018385,0,none,binge watcher
CUST_00165,school student,14,tier 2,4.875329502,2.988522107,1,other device,high,premium,669.77,2,TRUE,36,1,1.4,0.802183889,1,too expensive,casual viewer
CUST_00166,college student,19,tier 2,1.185025978,0.731813577,2,smart TV,high,premium,683.44,33,TRUE,30,0,0.8,0.689974481,0,none,binge watcher
CUST_00167,working professional,31,tier 3,1.911705725,0.710747399,3,tablet,high,basic,178.6,4,TRUE,11,0,1.3,0.785834983,1,too expensive,casual viewer
CUST_00168,college student,24,tier 2,3.172653399,1.136835118,3,tablet,medium,premium,663.14,7,FALSE,44,0,2.2,0.900249511,0,none,casual viewer
CUST_00169,retired individual,83,tier 2,2.904099216,2.551594951,1,other device,low,basic,199.44,8,TRUE,1,0,0.8,0.689974481,0,none,binge watcher
CUST_00170,college student,22,tier 2,3.745082873,2.857632018,1,phone,medium,premium,687.56,9,TRUE,1,0,0.2,0.549833997,1,too expensive,sports enthusiast
CUST_00171,retired individual,61,tier 3,3.389186147,1.952961594,2,phone,high,standard,350.45,9,TRUE,6,2,0.6,0.645656306,0,none,binge watcher
CUST_00172,college student,21,tier 3,2.133950497,1.729318842,2,phone,medium,standard,382.5,9,TRUE,1,3,1.1,0.750260106,1,technical issues,casual viewer
CUST_00173,college student,22,tier 3,3.41977668,2.155670862,3,tablet,low,standard,353.85,4,TRUE,49,0,2.5,0.92414182,1,too expensive,casual viewer
CUST_00174,college student,19,tier 3,3.313775363,2.188794881,2,laptop,low,basic,179.99,27,FALSE,41,1,2.2,0.900249511,1,technical issues,binge watcher
CUST_00175,retired individual,57,tier 3,3.700814743,1.695018321,3,tablet,high,basic,160.87,26,TRUE,38,2,1.7,0.845534735,1,too expensive,binge watcher
CUST_00176,working professional,41,tier 2,2.364043492,0.737999833,3,phone,high,premium,644.28,22,FALSE,14,1,1.4,0.802183889,1,too expensive,sports enthusiast
