customer_id,churn_prob,churn_pred,churn_reason,user_type,plan,net_quality,monthly_fee,lifestyle
CUST_00051,0.854977641,1,no time to watch,retired individual,basic,medium,210.18,family viewer
CUST_00052,0.930532701,1,too expensive,college student,standard,low,362.75,sports enthusiast
CUST_00054,0.743258795,1,technical issues,college student,standard,medium,402.96,casual viewer
CUST_00056,0.914422699,1,too expensive,college student,basic,medium,198.79,casual viewer
CUST_00057,0.722616278,1,none,college student,premium,high,667.86,news junkie
CUST_00058,0.819454161,1,technical issues,retired individual,basic,low,209.44,news junkie
CUST_00059,0.856033751,1,too expensive,college student,basic,medium,145.45,sports enthusiast
CUST_00060,0.763370442,1,too expensive,working professional,premium,medium,767.54,family viewer
CUST_00061,0.950588655,1,no time to watch,college student,standard,high,370.85,casual viewer
CUST_00062,0.86758198,1,content not interesting,working professional,standard,high,432.48,casual viewer
CUST_00063,0.888121166,1,too expensive,school student,premium,high,639.51,binge watcher
CUST_00064,0.811850255,1,no time to watch,working professional,basic,high,224.41,sports enthusiast
CUST_00065,0.76233002,1,too expensive,retired individual,premium,low,791.57,news junkie
CUST_00066,0.829077412,1,too expensive,school student,premium,high,793.86,binge watcher
CUST_00068,0.811363743,1,no time to watch,working professional,basic,medium,183.66,news junkie
CUST_00069,0.861258964,1,too expensive,school student,premium,high,637.81,casual viewer
CUST_00070,0.909134042,1,too expensive,retired individual,basic,high,211.75,binge watcher
CUST_00071,0.851103968,1,technical issues,working professional,standard,low,396.62,casual viewer
CUST_00072,0.82396925,1,too expensive,retired individual,basic,high,193.4,binge watcher
CUST_00073,0.881978342,1,technical issues,college student,standard,low,408.94,family viewer
CUST_00074,0.734384521,1,none,working professional,standard,high,437.9,binge watcher
CUST_00075,0.742319674,1,technical issues,college student,standard,medium,497.07,binge watcher
CUST_00076,0.908730316,1,too expensive,working professional,basic,high,247.76,binge watcher
CUST_00077,0.842057307,1,no time to watch,college student,basic,high,227.47,news junkie
CUST_00078,0.917627212,1,too expensive,working professional,basic,medium,218.51,binge watcher
CUST_00079,0.860696034,1,none,college student,standard,medium,441.67,news junkie
CUST_00080,0.815740399,1,content not interesting,retired individual,standard,high,463.18,family viewer
CUST_00081,0.922157142,1,too expensive,school student,premium,high,703.83,family viewer
CUST_00082,0.862194186,1,none,retired individual,premium,medium,790.29,family viewer
CUST_00083,0.887744274,1,too expensive,school student,basic,medium,196.84,binge watcher
CUST_00084,0.891937243,1,technical issues,college student,standard,low,453.36,casual viewer
CUST_00085,0.760064528,1,no time to watch,college student,basic,high,155.42,news junkie
CUST_00086,0.900461654,1,too expensive,college student,standard,medium,385.34,binge watcher
CUST_00087,0.920922824,1,too expensive,college student,premium,medium,794.89,binge watcher
CUST_00088,0.84472279,1,too expensive,college student,standard,low,421.34,news junkie
CUST_00089,0.727371159,1,none,college student,basic,medium,160.87,family viewer
CUST_00090,0.908752339,1,too expensive,retired individual,premium,high,759.24,news junkie
CUST_00091,0.855408345,1,too expensive,retired individual,basic,high,183.26,news junkie
CUST_00092,0.87643554,1,too expensive,retired individual,premium,medium,712.21,news junkie
CUST_00095,0.836956085,1,technical issues,college student,standard,medium,367.87,family viewer
CUST_00096,0.831462984,1,technical issues,school student,standard,low,480.69,news junkie
CUST_00097,0.863802061,1,no time to watch,college student,standard,high,426.07,news junkie
CUST_00098,0.859530051,1,no time to watch,working professional,basic,high,200.52,sports enthusiast
CUST_00099,0.802385324,1,technical issues,college student,basic,medium,185.56,sports enthusiast
CUST_00101,0.923596956,1,too expensive,school student,standard,high,399.77,casual viewer
CUST_00102,0.896736694,1,too expensive,college student,premium,medium,647.25,casual viewer
CUST_00103,0.88206295,1,too expensive,retired individual,premium,low,759.31,casual viewer
CUST_00104,0.821299651,1,technical issues,college student,standard,low,343.64,news junkie
CUST_00105,0.888418661,1,none,working professional,premium,high,659.3,casual viewer
CUST_00106,0.790360686,1,too expensive,college student,premium,low,639.93,binge watcher
CUST_00107,0.739010243,1,too expensive,school student,basic,high,250.32,sports enthusiast
CUST_00109,0.720779452,1,none,working professional,premium,high,685.11,casual viewer
CUST_00111,0.927067961,1,too expensive,college student,basic,medium,204.31,sports enthusiast
CUST_00112,0.707368705,1,switched to competitor,retired individual,basic,high,170.94,family viewer
CUST_00113,0.868873209,1,technical issues,college student,standard,low,333.43,news junkie
CUST_00114,0.850457114,1,too expensive,college student,premium,high,665.21,binge watcher
CUST_00115,0.748167387,1,switched to competitor,college student,basic,high,249.05,binge watcher
CUST_00116,0.747420175,1,technical issues,college student,standard,medium,376.86,sports enthusiast
CUST_00117,0.86114174,1,technical issues,college student,standard,low,438.14,news junkie
CUST_00119,0.719942141,1,none,college student,premium,high,716.42,sports enthusiast
CUST_00120,0.893547499,1,too expensive,college student,standard,low,384.14,news junkie
CUST_00121,0.796773861,1,none,college student,standard,medium,443.69,family viewer
CUST_00122,0.801107257,1,switched to competitor,college student,standard,high,426.9,family viewer
CUST_00123,0.766262363,1,too expensive,retired individual,standard,high,326.78,sports enthusiast
CUST_00124,0.904228297,1,too expensive,retired individual,premium,high,618.12,family viewer
CUST_00125,0.758283142,1,technical issues,college student,basic,low,172.41,binge watcher
CUST_00126,0.735639956,1,too expensive,retired individual,standard,high,361.76,sports enthusiast
CUST_00127,0.769905397,1,switched to competitor,retired individual,basic,high,216.97,family viewer
CUST_00128,0.753831129,1,none,college student,premium,medium,716.55,family viewer
CUST_00129,0.874530883,1,too expensive,school student,basic,high,136.23,casual viewer
CUST_00130,0.759751918,1,no time to watch,working professional,basic,high,223.84,casual viewer
CUST_00131,0.926807278,1,too expensive,college student,standard,low,395.45,casual viewer
CUST_00134,0.83449029,1,too expensive,school student,premium,high,683.87,sports enthusiast
CUST_00136,0.762849938,1,too expensive,college student,premium,high,610.13,news junkie
CUST_00137,0.914997876,1,too expensive,retired individual,premium,low,640.61,family viewer
CUST_00138,0.919887047,1,technical issues,retired individual,basic,low,242,casual viewer
CUST_00139,0.896412791,1,content not interesting,working professional,standard,high,357.18,casual viewer
CUST_00140,0.740712167,1,technical issues,college student,basic,medium,236.6,family viewer
CUST_00141,0.800970478,1,too expensive,college student,premium,low,710.54,sports enthusiast
CUST_00142,0.802211427,1,too expensive,retired individual,premium,medium,680.39,binge watcher
CUST_00143,0.932571668,1,too expensive,working professional,premium,high,742.97,binge watcher
CUST_00144,0.839885724,1,no time to watch,college student,standard,medium,367.27,family viewer
CUST_00145,0.786429659,1,none,college student,standard,medium,348.83,casual viewer
CUST_00146,0.892877865,1,no time to watch,working professional,basic,low,216.7,family viewer
CUST_00147,0.849393741,1,technical issues,college student,basic,low,194.08,binge watcher
CUST_00148,0.937691953,1,too expensive,college student,basic,low,192.67,casual viewer
CUST_00149,0.882976997,1,too expensive,college student,premium,medium,617.96,binge watcher
CUST_00150,0.837376784,1,technical issues,college student,standard,low,390.08,casual viewer
CUST_00151,0.742789204,1,none,retired individual,standard,medium,335.77,family viewer
CUST_00152,0.783650376,1,none,working professional,premium,high,632.01,casual viewer
CUST_00153,0.778467954,1,technical issues,working professional,standard,low,441.47,binge watcher
CUST_00154,0.946368593,1,too expensive,working professional,premium,low,634.83,sports enthusiast
CUST_00155,0.799739222,1,none,college student,standard,high,442.94,family viewer
CUST_00156,0.803136294,1,too expensive,college student,premium,low,740.08,casual viewer
CUST_00157,0.746069632,1,no time to watch,college student,basic,low,220.6,sports enthusiast
CUST_00158,0.8311992,1,technical issues,college student,standard,low,389.13,family viewer
CUST_00159,0.831815818,1,none,working professional,premium,medium,635.6,sports enthusiast
CUST_00160,0.909913745,1,too expensive,working professional,standard,medium,421.29,casual viewer
CUST_00161,0.914146849,1,too expensive,school student,standard,low,457.61,casual viewer
CUST_00162,0.703019584,1,too expensive,retired individual,premium,high,690.74,news junkie
CUST_00164,0.853336595,1,none,working professional,standard,medium,397.24,binge watcher
CUST_00165,0.821763924,1,too expensive,school student,premium,high,669.77,casual viewer
CUST_00166,0.726575021,1,none,college student,premium,high,683.44,binge watcher
CUST_00167,0.809863158,1,too expensive,working professional,basic,high,178.6,casual viewer
CUST_00168,0.882586202,1,none,college student,premium,medium,663.14,casual viewer
CUST_00172,0.772886764,1,technical issues,college student,standard,medium,382.5,casual viewer
CUST_00173,0.918373768,1,too expensive,college student,standard,low,353.85,casual viewer
CUST_00174,0.88715575,1,technical issues,college student,basic,low,179.99,binge watcher
CUST_00175,0.841826089,1,too expensive,retired individual,basic,high,160.87,binge watcher
CUST_00176,0.821817839,1,too expensive,working professional,premium,high,644.28,sports enthusiast
CUST_00177,0.922580234,1,too expensive,working professional,premium,high,627.54,casual viewer
CUST_00178,0.800359465,1,too expensive,working professional,premium,high,795.3,binge watcher
CUST_00179,0.847977652,1,too expensive,working professional,standard,high,447.66,sports enthusiast
CUST_00180,0.904675196,1,too expensive,working professional,premium,low,714.56,binge watcher
CUST_00181,0.74685611,1,too expensive,working professional,premium,high,626.06,news junkie
CUST_00182,0.932411298,1,technical issues,working professional,basic,low,227.73,casual viewer
CUST_00184,0.823494691,1,none,college student,basic,medium,195.6,casual viewer
CUST_00185,0.817944207,1,switched to competitor,school student,basic,high,175.78,sports enthusiast
CUST_00187,0.810085027,1,too expensive,working professional,standard,medium,420.52,family viewer
CUST_00188,0.888633726,1,too expensive,retired individual,premium,low,688.43,news junkie
CUST_00189,0.860477707,1,no time to watch,working professional,premium,medium,589.17,casual viewer
CUST_00190,0.819374444,1,technical issues,college student,standard,medium,421.62,binge watcher
CUST_00191,0.837868342,1,too expensive,college student,premium,medium,747.14,binge watcher
CUST_00192,0.754201429,1,too expensive,school student,premium,medium,773.92,family viewer
CUST_00193,0.867226996,1,too expensive,working professional,basic,high,178.11,casual viewer
CUST_00195,0.807346104,1,too expensive,college student,standard,high,395.17,binge watcher
CUST_00196,0.706915912,1,none,working professional,basic,high,177.44,sports enthusiast
CUST_00197,0.829188715,1,none,college student,standard,high,462.97,casual viewer
CUST_00199,0.712205739,1,technical issues,college student,basic,medium,225.96,family viewer
CUST_00200,0.803635362,1,technical issues,college student,basic,low,187.25,binge watcher
CUST_00201,0.886141616,1,too expensive,college student,standard,high,346.17,family viewer
CUST_00202,0.910164477,1,none,working professional,basic,low,173.01,binge watcher
CUST_00203,0.872552763,1,too expensive,school student,premium,high,719.91,sports enthusiast
CUST_00204,0.783017344,1,technical issues,retired individual,standard,low,453.55,sports enthusiast
CUST_00205,0.7615171,1,none,college student,standard,medium,382.29,sports enthusiast
CUST_00206,0.920467595,1,none,college student,standard,low,456.82,news junkie
CUST_00208,0.852664234,1,no time to watch,college student,standard,medium,390.76,family viewer
CUST_00210,0.871333351,1,too expensive,working professional,standard,high,381.1,binge watcher
CUST_00211,0.78167737,1,none,college student,premium,high,622.05,news junkie
CUST_00212,0.889493132,1,none,college student,standard,high,374.28,casual viewer
CUST_00214,0.843877933,1,technical issues,retired individual,standard,low,389.93,family viewer
CUST_00216,0.889344789,1,none,college student,basic,low,170.98,family viewer
CUST_00218,0.884346916,1,too expensive,college student,standard,medium,331.8,family viewer
CUST_00219,0.887782826,1,too expensive,working professional,premium,medium,688.21,casual viewer
CUST_00220,0.923639191,1,technical issues,working professional,basic,low,203.14,casual viewer
CUST_00221,0.73275412,1,no time to watch,working professional,standard,medium,411.44,sports enthusiast
CUST_00222,0.895744683,1,too expensive,retired individual,premium,medium,609.23,binge watcher
CUST_00223,0.844652831,1,too expensive,retired individual,premium,low,626.51,casual viewer
CUST_00224,0.902851375,1,too expensive,working professional,basic,medium,184.62,sports enthusiast
CUST_00225,0.815240095,1,too expensive,school student,basic,high,225.74,family viewer
CUST_00226,0.795095228,1,too expensive,retired individual,premium,medium,622.13,family viewer
CUST_00227,0.74606543,1,technical issues,retired individual,standard,medium,427.26,casual viewer
CUST_00228,0.89236838,1,too expensive,working professional,premium,high,780.78,binge watcher
CUST_00229,0.722762857,1,none,retired individual,basic,high,165.68,family viewer
CUST_00231,0.855806145,1,none,working professional,premium,low,629.04,sports enthusiast
CUST_00233,0.869538938,1,technical issues,retired individual,standard,medium,429.82,family viewer
CUST_00234,0.924601131,1,too expensive,college student,basic,high,207.99,binge watcher
CUST_00235,0.838979846,1,technical issues,school student,standard,medium,368.1,casual viewer
CUST_00236,0.914842544,1,technical issues,college student,basic,low,218.42,binge watcher
CUST_00237,0.89275216,1,too expensive,working professional,premium,medium,632.06,binge watcher
CUST_00238,0.827314392,1,too expensive,retired individual,premium,medium,765.77,family viewer
CUST_00239,0.803028383,1,too expensive,working professional,premium,medium,612.85,sports enthusiast
CUST_00240,0.702958567,1,technical issues,retired individual,standard,medium,432.57,news junkie
CUST_00241,0.778148006,1,too expensive,retired individual,premium,low,679.07,casual viewer
CUST_00242,0.847690836,1,no time to watch,working professional,standard,high,401.12,news junkie
CUST_00243,0.788537343,1,too expensive,retired individual,standard,medium,404.77,family viewer
CUST_00244,0.848573064,1,too expensive,working professional,standard,medium,438.77,family viewer
CUST_00245,0.926528124,1,too expensive,working professional,premium,low,736.84,binge watcher
CUST_00246,0.827490947,1,too expensive,college student,premium,low,820.1,news junkie
CUST_00247,0.825139006,1,too expensive,college student,premium,high,752.88,binge watcher
CUST_00248,0.889843965,1,too expensive,retired individual,basic,low,192.16,family viewer
CUST_00249,0.812152901,1,too expensive,college student,premium,medium,784.81,family viewer
CUST_00250,0.894295173,1,too expensive,school student,premium,medium,796.39,binge watcher
CUST_00251,0.798271632,1,none,school student,standard,high,440.95,news junkie
CUST_00252,0.913888019,1,content not interesting,college student,basic,high,171.29,binge watcher
CUST_00253,0.917134589,1,too expensive,college student,standard,high,365.54,binge watcher
CUST_00254,0.758799497,1,none,retired individual,standard,high,467.1,news junkie
CUST_00255,0.754323086,1,too expensive,retired individual,premium,high,633.98,family viewer
CUST_00256,0.909255849,1,too expensive,retired individual,standard,medium,352.97,binge watcher
CUST_00257,0.749320188,1,no time to watch,college student,standard,medium,374.1,binge watcher
CUST_00259,0.856470018,1,technical issues,college student,basic,low,231.67,family viewer
CUST_00260,0.893840901,1,no time to watch,working professional,standard,low,355.8,sports enthusiast
CUST_00261,0.918208931,1,too expensive,school student,premium,low,766.96,family viewer
CUST_00263,0.896128461,1,too expensive,working professional,premium,low,768.37,family viewer
CUST_00264,0.877402966,1,too expensive,college student,premium,high,621.16,casual viewer
CUST_00265,0.772831482,1,switched to competitor,working professional,standard,high,341.06,news junkie
CUST_00266,0.708353145,1,too expensive,college student,premium,high,791.48,casual viewer
CUST_00267,0.848101872,1,none,working professional,basic,low,161.03,sports enthusiast
CUST_00268,0.865518124,1,none,working professional,basic,low,207.28,casual viewer
CUST_00269,0.769187669,1,switched to competitor,college student,standard,high,403.41,sports enthusiast
CUST_00270,0.859223387,1,too expensive,working professional,standard,medium,370.71,family viewer
CUST_00272,0.715004113,1,switched to competitor,retired individual,basic,high,246.25,sports enthusiast
CUST_00273,0.801007401,1,none,retired individual,standard,high,360.93,family viewer
CUST_00275,0.778296221,1,too expensive,retired individual,premium,high,707.15,binge watcher
CUST_00276,0.922163812,1,too expensive,retired individual,basic,medium,205.24,binge watcher
CUST_00277,0.864942119,1,technical issues,working professional,standard,medium,391.58,family viewer
CUST_00279,0.870590737,1,too expensive,working professional,basic,low,181.34,casual viewer
CUST_00280,0.822349443,1,no time to watch,college student,basic,low,211.19,sports enthusiast
CUST_00281,0.873993367,1,technical issues,college student,standard,low,417.38,family viewer
CUST_00282,0.87447356,1,too expensive,college student,basic,medium,179.49,casual viewer
CUST_00283,0.858765679,1,too expensive,college student,premium,high,622.26,family viewer
CUST_00285,0.82956985,1,switched to competitor,working professional,basic,high,210.07,casual viewer
CUST_00286,0.761955939,1,technical issues,working professional,standard,medium,386.45,family viewer
CUST_00287,0.723176783,1,none,college student,premium,medium,696.1,binge watcher
CUST_00288,0.812044748,1,too expensive,retired individual,premium,high,704.62,casual viewer
CUST_00289,0.817642737,1,too expensive,retired individual,premium,high,623.64,binge watcher
CUST_00291,0.708529427,1,technical issues,retired individual,standard,medium,412.37,binge watcher
CUST_00292,0.914817318,1,none,retired individual,standard,low,378.91,news junkie
CUST_00293,0.881305781,1,too expensive,college student,basic,medium,241.34,sports enthusiast
CUST_00294,0.73884321,1,none,college student,standard,high,442.68,binge watcher
CUST_00296,0.712336267,1,technical issues,school student,basic,low,189.12,casual viewer
CUST_00297,0.88323037,1,no time to watch,working professional,standard,medium,374.78,binge watcher
CUST_00298,0.791621751,1,technical issues,retired individual,standard,medium,422.54,news junkie
CUST_00299,0.9008058,1,none,working professional,basic,high,176.76,sports enthusiast
CUST_00300,0.848056298,1,too expensive,college student,premium,medium,787.81,casual viewer
CUST_00301,0.844191959,1,none,retired individual,basic,low,196.4,news junkie
CUST_00302,0.835281541,1,too expensive,retired individual,premium,high,629.74,binge watcher
CUST_00303,0.797091232,1,too expensive,college student,premium,medium,639.87,family viewer
CUST_00304,0.71134126,1,switched to competitor,working professional,basic,high,217.9,sports enthusiast
CUST_00305,0.779122682,1,too expensive,college student,basic,medium,200.17,news junkie
CUST_00306,0.770484444,1,none,college student,standard,high,428.93,family viewer
CUST_00307,0.876448894,1,too expensive,working professional,standard,low,362.65,family viewer
CUST_00308,0.89429373,1,too expensive,college student,premium,high,764.16,casual viewer
CUST_00309,0.903228331,1,no time to watch,college student,basic,medium,173.22,news junkie
CUST_00310,0.875549324,1,too expensive,school student,standard,high,511.43,sports enthusiast
CUST_00311,0.873897655,1,too expensive,college student,premium,medium,613.01,binge watcher
CUST_00312,0.843012538,1,too expensive,working professional,basic,low,225.11,family viewer
CUST_00313,0.833264891,1,technical issues,working professional,standard,medium,429.78,sports enthusiast
CUST_00314,0.814575012,1,too expensive,retired individual,standard,high,468.27,news junkie
CUST_00315,0.806417032,1,too expensive,college student,standard,high,383.61,casual viewer
CUST_00316,0.851857635,1,too expensive,college student,premium,low,689.34,binge watcher
CUST_00317,0.762912606,1,none,retired individual,standard,high,419.3,news junkie
CUST_00318,0.78333973,1,content not interesting,college student,standard,high,438.21,casual viewer
CUST_00319,0.916848098,1,no time to watch,school student,standard,low,339.86,sports enthusiast
CUST_00322,0.924323935,1,too expensive,college student,premium,low,645.87,binge watcher
CUST_00323,0.718994375,1,none,working professional,basic,high,198.27,binge watcher
CUST_00324,0.841251091,1,technical issues,working professional,basic,low,226.15,news junkie
CUST_00325,0.81166602,1,too expensive,college student,premium,medium,718.11,casual viewer
CUST_00326,0.84987619,1,too expensive,college student,premium,medium,802.4,binge watcher
CUST_00327,0.91383262,1,too expensive,working professional,standard,low,450.32,family viewer
CUST_00328,0.793238309,1,content not interesting,college student,standard,high,419.09,news junkie
CUST_00329,0.891132432,1,too expensive,retired individual,premium,medium,757.21,casual viewer
CUST_00330,0.818698756,1,too expensive,working professional,standard,medium,333.17,news junkie
CUST_00332,0.741931655,1,too expensive,school student,premium,high,774.75,family viewer
CUST_00333,0.822030989,1,technical issues,working professional,standard,medium,390.35,family viewer
CUST_00334,0.885826004,1,technical issues,college student,basic,low,168.44,binge watcher
CUST_00335,0.803740538,1,none,college student,premium,low,606.68,binge watcher
CUST_00336,0.920861444,1,too expensive,college student,premium,medium,760.42,sports enthusiast
CUST_00338,0.800551653,1,none,school student,basic,high,154.78,binge watcher
CUST_00339,0.913491649,1,too expensive,college student,standard,medium,408,family viewer
CUST_00340,0.891329651,1,technical issues,college student,standard,low,431.08,sports enthusiast
CUST_00342,0.884123409,1,too expensive,working professional,premium,medium,608.39,sports enthusiast
CUST_00343,0.779194474,1,no time to watch,working professional,standard,high,430.95,casual viewer
CUST_00344,0.819437381,1,none,working professional,premium,high,790.31,family viewer
CUST_00345,0.771394239,1,too expensive,college student,standard,high,376.93,casual viewer
CUST_00346,0.77235252,1,switched to competitor,college student,basic,high,176.8,casual viewer
CUST_00348,0.843940456,1,no time to watch,college student,basic,low,206.19,sports enthusiast
CUST_00349,0.854002087,1,too expensive,retired individual,premium,low,789.69,binge watcher
CUST_00350,0.871891604,1,no time to watch,college student,basic,medium,177.67,sports enthusiast
CUST_00351,0.850560138,1,too expensive,retired individual,premium,high,794.99,binge watcher
CUST_00352,0.848626385,1,too expensive,college student,standard,high,435.55,family viewer
CUST_00353,0.873289839,1,none,college student,basic,low,203.93,binge watcher
CUST_00356,0.784443357,1,content not interesting,college student,standard,high,446.22,casual viewer
CUST_00357,0.825887089,1,content not interesting,working professional,standard,high,465.8,sports enthusiast
CUST_00358,0.817931421,1,no time to watch,working professional,basic,medium,227.35,news junkie
CUST_00359,0.91966624,1,technical issues,college student,standard,low,381.62,binge watcher
CUST_00360,0.935288914,1,technical issues,college student,standard,medium,448.87,news junkie
CUST_00361,0.828153551,1,no time to watch,working professional,standard,medium,380.82,sports enthusiast
CUST_00362,0.762346573,1,too expensive,college student,basic,high,202.18,sports enthusiast
CUST_00363,0.862476527,1,too expensive,working professional,standard,high,394.6,family viewer
CUST_00364,0.764894968,1,too expensive,college student,standard,high,473.03,casual viewer
CUST_00367,0.89806705,1,too expensive,retired individual,premium,low,766.53,casual viewer
CUST_00368,0.862543381,1,no time to watch,working professional,basic,medium,236.19,sports enthusiast
CUST_00369,0.876483035,1,none,college student,standard,low,379.69,news junkie
CUST_00370,0.740719393,1,too expensive,retired individual,premium,medium,779.03,news junkie
CUST_00371,0.826472572,1,switched to competitor,college student,standard,high,356.66,sports enthusiast
CUST_00372,0.766283628,1,switched to competitor,college student,basic,high,168.31,news junkie
CUST_00373,0.700542419,1,switched to competitor,college student,standard,high,339.6,casual viewer
CUST_00375,0.960072716,1,too expensive,college student,standard,low,412.37,family viewer
CUST_00376,0.729557239,1,too expensive,working professional,premium,medium,731.03,casual viewer
CUST_00377,0.774269027,1,too expensive,retired individual,premium,medium,756.24,binge watcher
CUST_00378,0.883006354,1,no time to watch,working professional,standard,medium,453.05,binge watcher
CUST_00380,0.810411853,1,switched to competitor,college student,standard,high,363.5,family viewer
CUST_00383,0.819378514,1,switched to competitor,retired individual,standard,high,396.79,sports enthusiast
CUST_00384,0.890870775,1,too expensive,college student,basic,medium,187.99,sports enthusiast
CUST_00385,0.886126816,1,no time to watch,college student,basic,high,176.92,sports enthusiast
CUST_00386,0.776340835,1,too expensive,college student,premium,medium,684.29,casual viewer
CUST_00387,0.872228545,1,technical issues,college student,standard,low,403.58,casual viewer
CUST_00388,0.838901843,1,switched to competitor,school student,standard,high,401.24,binge watcher
CUST_00390,0.844817524,1,too expensive,school student,premium,high,712.37,binge watcher
CUST_00391,0.770199496,1,none,school student,standard,high,343.92,casual viewer
CUST_00392,0.858019332,1,none,college student,basic,high,159.68,sports enthusiast
CUST_00393,0.903161902,1,too expensive,working professional,premium,medium,768.75,family viewer
CUST_00394,0.806982654,1,too expensive,working professional,premium,medium,629.8,casual viewer
CUST_00395,0.706232129,1,too expensive,retired individual,premium,high,621.79,family viewer
CUST_00396,0.812888702,1,too expensive,college student,standard,medium,419.94,sports enthusiast
CUST_00397,0.766379977,1,too expensive,working professional,standard,high,376.81,binge watcher
CUST_00398,0.901770369,1,none,working professional,premium,high,683.61,family viewer
CUST_00400,0.835816162,1,too expensive,college student,basic,medium,204.25,sports enthusiast
CUST_00401,0.717932285,1,none,working professional,premium,high,703.37,binge watcher
CUST_00402,0.797254871,1,content not interesting,retired individual,standard,high,403.34,family viewer
CUST_00403,0.79056374,1,no time to watch,working professional,standard,high,355.12,news junkie
CUST_00405,0.842885298,1,too expensive,school student,basic,medium,198.49,family viewer
CUST_00406,0.947769401,1,too expensive,college student,premium,low,630.56,binge watcher
CUST_00407,0.78078463,1,too expensive,retired individual,premium,low,756.55,binge watcher
CUST_00408,0.835765386,1,no time to watch,retired individual,basic,low,153.96,family viewer
CUST_00409,0.750806874,1,none,retired individual,basic,medium,201.85,family viewer
CUST_00411,0.875266478,1,too expensive,retired individual,standard,medium,383.07,sports enthusiast
CUST_00412,0.816877525,1,no time to watch,working professional,basic,high,181.41,sports enthusiast
CUST_00413,0.81179249,1,too expensive,school student,standard,high,386.68,binge watcher
CUST_00414,0.788160526,1,too expensive,retired individual,premium,high,705.12,sports enthusiast
CUST_00415,0.770078742,1,too expensive,college student,standard,high,452.16,binge watcher
CUST_00417,0.864071741,1,too expensive,school student,standard,medium,350.29,casual viewer
CUST_00418,0.948822004,1,too expensive,college student,premium,low,764.42,binge watcher
CUST_00419,0.835041779,1,too expensive,working professional,basic,high,169.98,news junkie
CUST_00420,0.726917028,1,too expensive,school student,premium,low,754.09,binge watcher
CUST_00421,0.810892041,1,technical issues,college student,standard,low,377.83,casual viewer
CUST_00422,0.882660647,1,too expensive,retired individual,premium,medium,777.62,casual viewer
CUST_00423,0.860384883,1,no time to watch,working professional,basic,high,165.97,sports enthusiast
